,bbl,bin,bldg#,m,direction,house_num,street_name,street_type,zip,full_address
520,2049050001,2094144,9,M,,1149,229 DRIVE,NORTH,10466,1149 229 DRIVE NORTH
521,3048180136,3107388,1,M,,752,FENIMORE,STREET,11203,752 FENIMORE STREET
522,3048180027,3107349,10,M,,730,FENIMORE,STREET,11203,730 FENIMORE STREET
523,3048180026,3107348,11,M,,728,FENIMORE,STREET,11203,728 FENIMORE STREET
524,3048180025,3107347,12,M,,726,FENIMORE,STREET,11203,726 FENIMORE STREET
525,3013300007,3035394,13,M,,334,LEFFERTS,AVENUE,11225,334 LEFFERTS AVENUE
526,3013300008,3035395,14,M,,336,LEFFERTS,AVENUE,11225,336 LEFFERTS AVENUE
527,3013300009,3035396,15,M,,338,LEFFERTS,AVENUE,11225,338 LEFFERTS AVENUE
528,3013300010,3035397,16,M,,340,LEFFERTS,AVENUE,11225,340 LEFFERTS AVENUE
529,3013300011,3035398,17,M,,342,LEFFERTS,AVENUE,11225,342 LEFFERTS AVENUE
530,3013300012,3035399,18,M,,344,LEFFERTS,AVENUE,11225,344 LEFFERTS AVENUE
531,3048180135,3107387,2,M,,750,FENIMORE,STREET,11203,750 FENIMORE STREET
532,3048180134,3107386,3,M,,748,FENIMORE,STREET,11203,748 FENIMORE STREET
533,3048180133,3107385,4,M,,746,FENIMORE,STREET,11203,746 FENIMORE STREET
534,3048180033,3107354,5,M,,742,FENIMORE,STREET,11203,742 FENIMORE STREET
535,3048180031,3107353,6,M,,740,FENIMORE,STREET,11203,740 FENIMORE STREET
536,3048180030,3107352,7,M,,738,FENIMORE,STREET,11203,738 FENIMORE STREET
537,3048180029,3107351,8,M,,736,FENIMORE,STREET,11203,736 FENIMORE STREET
538,3048180028,3107350,9,M,,732,FENIMORE,STREET,11203,732 FENIMORE STREET
539,3037240027,3000000,9,,,260,BRADFORD,STREET,11207,260 BRADFORD STREET
540,3037250001,3327009,10,M,,320,MILLER,AVENUE,11207,320 MILLER AVENUE
541,3039930001,3328463,11,M,,2211,PITKIN,AVENUE,11207,2211 PITKIN AVENUE
542,3039930001,3328464,12,M,,2215,PITKIN,AVENUE,11207,2215 PITKIN AVENUE
543,3039930001,3328465,13,M,,2221,PITKIN,AVENUE,11207,2221 PITKIN AVENUE
544,3039930001,3328465,13,M,,2219,PITKIN,AVENUE,11207,2219 PITKIN AVENUE
545,3037240029,3336980,6,M,,2155,PITKIN,AVENUE,11207,2155 PITKIN AVENUE
546,3037240029,3336981,7,M,,2165,PITKIN,AVENUE,11207,2165 PITKIN AVENUE
547,3037250001,3327012,8,,,2185,PITKIN,AVENUE,11207,2185 PITKIN AVENUE
548,3037250001,3327012,8,M,,2189,PITKIN,AVENUE,11207,2189 PITKIN AVENUE
549,3037250001,3327012,8,M,,2181,PITKIN,AVENUE,11207,2181 PITKIN AVENUE
550,3037250001,3327011,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE
551,3037250001,3327011,9,M,,340,MILLER,AVENUE,11207,340 MILLER AVENUE
552,2032610102,2086835,1,M,,3340,BAILEY,AVENUE,10463,3340 BAILEY AVENUE
553,2032610102,2086835,1,,,3350,BAILEY,AVENUE,10463,3350 BAILEY AVENUE
554,2032610102,2086835,1,,,3355,FORT WASHINGTON,STREET,10463,3355 FORT WASHINGTON STREET
555,2032610102,2086835,1,M,,3353,FORT WASHINGTON,STREET,10463,3353 FORT WASHINGTON STREET
556,1021360235,1063346,1,M,,99,FORT WASHINGTON,AVENUE,10032,99 FORT WASHINGTON AVENUE
557,1021360235,1063346,1,M,,99,FORT WASHINGTON,AVENUE,10032,99 FORT WASHINGTON AVENUE
558,2029310070,2009707,10,M,,1373,FRANKLIN,AVENUE,10456,1373 FRANKLIN AVENUE
559,2029310070,2009707,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE
560,2029310066,2009705,8,,,1383,FRANKLIN,AVENUE,10456,1383 FRANKLIN AVENUE
561,2029310066,2009705,8,M,,1381,FRANKLIN,AVENUE,10456,1381 FRANKLIN AVENUE
562,2029310068,2009706,9,M,,1377,FRANKLIN,AVENUE,10456,1377 FRANKLIN AVENUE
563,2029310068,2009706,9,,,1379,FRANKLIN,AVENUE,10456,1379 FRANKLIN AVENUE
564,2029350007,2009767,4,M,,1394,FRANKLIN,AVENUE,10456,1394 FRANKLIN AVENUE
565,2029350005,2009766,5,M,,1392,FRANKLIN,AVENUE,10456,1392 FRANKLIN AVENUE
566,2029350003,2009765,6,M,,1390,FRANKLIN,AVENUE,10456,1390 FRANKLIN AVENUE
567,2029350030,2009780,7,M,,631,JEFFERSON,PLACE,10456,631 JEFFERSON PLACE
568,1019250015,1058446,1,M,,182,SAINT NICHOLAS,AVENUE,10026,182 SAINT NICHOLAS AVENUE
569,1020370011,1084157,1,M,WEST,229,152,STREET,10039,229 WEST 152 STREET
570,1020370011,1084157,1,M,WEST,225,152,STREET,10039,225 WEST 152 STREET
571,1020370011,1084157,1,M,WEST,221,152,STREET,10039,221 WEST 152 STREET
572,1020370011,1084157,1,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
573,1020370011,1084157,1,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
574,1020370011,1084157,1,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
575,1020370011,1084157,1,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
576,1020370011,1084157,1,M,,70,MACOMBS,PLACE,10039,70 MACOMBS PLACE
577,1020370011,1086095,2,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
578,1020370011,1086095,2,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
579,1020370011,1086095,2,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
580,1020370011,1086095,2,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
581,1020370011,1086095,2,M,WEST,210,153,STREET,10039,210 WEST 153 STREET
582,1020370011,1086095,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD
583,1020370011,1084155,3,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
584,1020370011,1084155,3,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
585,1020370011,1084155,3,,,2628,ADAM C POWELL,BOULEVARD,10039,2628 ADAM C POWELL BOULEVARD
586,1020370011,1084155,3,,,2630,ADAM C POWELL,BOULEVARD,10039,2630 ADAM C POWELL BOULEVARD
587,1020370011,1084155,3,,,2632,ADAM C POWELL,BOULEVARD,10039,2632 ADAM C POWELL BOULEVARD
588,1020370011,1084155,3,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
589,1020370011,1084155,3,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
590,1020370011,1084155,3,,,2624,ADAM C POWELL,BOULEVARD,10039,2624 ADAM C POWELL BOULEVARD
591,1020370011,1084155,3,,,2620,ADAM C POWELL,BOULEVARD,10039,2620 ADAM C POWELL BOULEVARD
592,1020370011,1084155,3,,,2626,ADAM C POWELL,BOULEVARD,10039,2626 ADAM C POWELL BOULEVARD
593,1020370011,1084155,3,,,2622,ADAM C POWELL,BOULEVARD,10039,2622 ADAM C POWELL BOULEVARD
594,1020370011,1084155,3,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
595,1020370011,1084155,3,,WEST,207,151,STREET,10039,207 WEST 151 STREET
596,1020370011,1084154,4,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
597,1020370011,1084154,4,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
598,1020370011,1084154,4,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
599,1020370011,1084154,4,M,WEST,211,151,STREET,10039,211 WEST 151 STREET
600,1020370011,1084154,4,M,WEST,220,152,STREET,10039,220 WEST 152 STREET
601,1020370011,1084154,4,,WEST,224,152,STREET,10039,224 WEST 152 STREET
602,1020370011,1084154,4,M,WEST,226,152,STREET,10039,226 WEST 152 STREET
603,1020370011,1084153,5,,WEST,231,151,STREET,10039,231 WEST 151 STREET
604,1020370011,1084153,5,M,WEST,234,152,STREET,10039,234 WEST 152 STREET
605,1020370011,1084153,5,,,54,MACOMBS,PLACE,10039,54 MACOMBS PLACE
606,1020370011,1084153,5,,,58,MACOMBS,PLACE,10039,58 MACOMBS PLACE
607,1020370011,1084153,5,,,58,MACOMBS,PLACE,10039,58 MACOMBS PLACE
608,1020370011,1084153,5,,,56,MACOMBS,PLACE,10039,56 MACOMBS PLACE
609,1020370011,1084153,5,,,54,MACOMBS,PLACE,10039,54 MACOMBS PLACE
610,1020370011,1084153,5,M,,52,MACOMBS,PLACE,10039,52 MACOMBS PLACE
611,1020370011,1084153,5,,,56,MACOMBS,PLACE,10039,56 MACOMBS PLACE
612,1020370011,1084153,5,M,,50,MACOMBS,PLACE,10039,50 MACOMBS PLACE
613,1020370011,1084153,5,M,,48,MACOMBS,PLACE,10039,48 MACOMBS PLACE
614,1020370011,1084153,5,M,,46,MACOMBS,PLACE,10039,46 MACOMBS PLACE
615,1020370011,1084153,5,,,40,MACOMBS,PLACE,10039,40 MACOMBS PLACE
616,1020370011,1084153,5,,,42,MACOMBS,PLACE,10039,42 MACOMBS PLACE
617,1020370011,1084153,5,,,42,MACOMBS,PLACE,10039,42 MACOMBS PLACE
618,1020370011,1084153,5,M,,44,MACOMBS,PLACE,10039,44 MACOMBS PLACE
619,1020160060,1084153,6,M,,2653,ADAM C POWELL,BOULEVARD,10039,2653 ADAM C POWELL BOULEVARD
620,1020160060,1084153,6,M,,2651,ADAM C POWELL,BOULEVARD,10039,2651 ADAM C POWELL BOULEVARD
621,1020160060,1084153,6,M,,2645,ADAM C POWELL,BOULEVARD,10039,2645 ADAM C POWELL BOULEVARD
622,1020160060,1084153,6,M,,2641,ADAM C POWELL,BOULEVARD,10039,2641 ADAM C POWELL BOULEVARD
623,1020160060,1084139,6,M,WEST,187,152,STREET,10039,187 WEST 152 STREET
624,1020160060,1084139,6,M,WEST,183,152,STREET,10039,183 WEST 152 STREET
625,1020160060,1084139,6,M,WEST,180,152,STREET,10039,180 WEST 152 STREET
626,1020160060,1084139,6,M,WEST,182,152,STREET,10039,182 WEST 152 STREET
627,1020160060,1084139,6,M,WEST,186,152,STREET,10039,186 WEST 152 STREET
628,1020160060,1084139,7,M,,2637,ADAM C POWELL,BOULEVARD,10039,2637 ADAM C POWELL BOULEVARD
629,1020160060,1060197,7,M,WEST,190,152,STREET,10039,190 WEST 152 STREET
630,1020160060,1060197,7,,,2627,ADAM C POWELL,BOULEVARD,10039,2627 ADAM C POWELL BOULEVARD
631,1020160060,1060197,7,M,WEST,191,151,STREET,10039,191 WEST 151 STREET
632,1020160060,1060197,7,,,2633,ADAM C POWELL,BOULEVARD,10039,2633 ADAM C POWELL BOULEVARD
633,1020160060,1060197,7,,,2621,ADAM C POWELL,BOULEVARD,10039,2621 ADAM C POWELL BOULEVARD
634,1020160060,1060197,7,M,WEST,191,151,STREET,10039,191 WEST 151 STREET
635,1020160060,1060197,7,M,WEST,191,151,STREET,10039,191 WEST 151 STREET
636,1020160060,1060197,7,M,WEST,181,151,STREET,10039,181 WEST 151 STREET
637,1020160060,1060197,7,M,WEST,177,151,STREET,10039,177 WEST 151 STREET
638,1020160060,1060197,7,M,WEST,173,151,STREET,10039,173 WEST 151 STREET
639,1020370001,1060604,8,,WEST,295,151,STREET,10039,295 WEST 151 STREET
640,1020370005,1060605,8,,WEST,293,151,STREET,10039,293 WEST 151 STREET
641,1020370005,1060605,8,,WEST,291,151,STREET,10039,291 WEST 151 STREET
642,1020370001,1060604,8,M,,2850,FREDERICK DOUGLASS,BOULEVARD,10039,2850 FREDERICK DOUGLASS BOULEVARD
643,2028690116,2008606,1,M,,1930,HARRISON,AVENUE,10453,1930 HARRISON AVENUE
644,2028690077,2008603,1,M,,1886,HARRISON,AVENUE,10453,1886 HARRISON AVENUE
645,2028690110,2008605,2,M,,1920,HARRISON,AVENUE,10453,1920 HARRISON AVENUE
646,2028680144,2008557,3,M,,1925,HARRISON,AVENUE,10453,1925 HARRISON AVENUE
647,2028690122,2008607,4,M,,1934,HARRISON,AVENUE,10453,1934 HARRISON AVENUE
648,2025090018,2003149,1,M,,1085,ANDERSON,AVENUE,10452,1085 ANDERSON AVENUE
649,2025140020,2003258,2,M,WEST,130,166,STREET,10452,130 WEST 166 STREET
650,2025140015,2003257,3,M,WEST,134,166,STREET,10452,134 WEST 166 STREET
651,2025140077,2003279,4,M,WEST,125,166,STREET,10452,125 WEST 166 STREET
652,2025140073,2000000,4,,,1125,NELSON,AVENUE,10452,1125 NELSON AVENUE
653,2025140072,2000000,4,,,1127,NELSON,AVENUE,10452,1127 NELSON AVENUE
654,2025140070,2000000,4,,,1135,NELSON,AVENUE,10452,1135 NELSON AVENUE
655,2025150006,2003283,1,,,1182,NELSON,AVENUE,10452,1182 NELSON AVENUE
656,2025150006,2003283,1,M,,1184,NELSON,AVENUE,10452,1184 NELSON AVENUE
657,2025130050,2003251,2,M,,1144,NELSON,AVENUE,10452,1144 NELSON AVENUE
658,2025140067,2003274,3,M,,1139,NELSON,AVENUE,10452,1139 NELSON AVENUE
659,3033150001,3075906,1,,,331,CENTRAL,AVENUE,11221,331 CENTRAL AVENUE
660,3033150001,3075906,1,M,,120,MENAHAN,STREET,11221,120 MENAHAN STREET
661,3033150001,3394310,2,M,,140,MENAHAN,STREET,11221,140 MENAHAN STREET
662,3033150001,3342263,3,M,,160,MENAHAN,STREET,11221,160 MENAHAN STREET
663,3033150001,3342263,3,,,314,WILSON,AVENUE,11237,314 WILSON AVENUE
664,3033240019,3076116,4,M,,330,WILSON,AVENUE,11221,330 WILSON AVENUE
665,3033240019,3076116,4,,,195,LINDEN,STREET,11221,195 LINDEN STREET
666,3035110013,3076116,43,,,,STREET,STREET,11221,STREET STREET
667,3035120051,3080900,1,M,,32,GRAFTON,STREET,11212,32 GRAFTON STREET
668,3035120051,3080900,1,M,,36,GRAFTON,STREET,11212,36 GRAFTON STREET
669,3035120051,3080900,1,M,,40,GRAFTON,STREET,11212,40 GRAFTON STREET
670,3035120051,3080900,1,M,,44,GRAFTON,STREET,11212,44 GRAFTON STREET
671,3035120051,3080900,1,M,,48,GRAFTON,STREET,11212,48 GRAFTON STREET
672,3035120021,3326464,2,,,575,HOWARD,AVENUE,11212,575 HOWARD AVENUE
673,3035120021,3326464,2,,,571,HOWARD,AVENUE,11212,571 HOWARD AVENUE
674,3035120021,3326464,2,,,579,HOWARD,AVENUE,11212,579 HOWARD AVENUE
675,3035120021,3326464,2,M,,583,HOWARD,AVENUE,11212,583 HOWARD AVENUE
676,3035120021,3326464,2,M,,587,HOWARD,AVENUE,11212,587 HOWARD AVENUE
677,3035120021,3326464,2,M,,591,HOWARD,AVENUE,11212,591 HOWARD AVENUE
678,3035120021,3326464,2,M,,595,HOWARD,AVENUE,11212,595 HOWARD AVENUE
679,3035120021,3326464,2,M,,599,HOWARD,AVENUE,11212,599 HOWARD AVENUE
680,3035120021,3326464,2,M,,603,HOWARD,AVENUE,11212,603 HOWARD AVENUE
681,3035120021,3326464,2,M,,607,HOWARD,AVENUE,11212,607 HOWARD AVENUE
682,3035120021,3326464,2,M,,611,HOWARD,AVENUE,11212,611 HOWARD AVENUE
683,3035110022,3326462,3,M,,574,HOWARD,AVENUE,11212,574 HOWARD AVENUE
684,3035110022,3326462,3,M,,578,HOWARD,AVENUE,11212,578 HOWARD AVENUE
685,3035110022,3326462,3,M,,582,HOWARD,AVENUE,11212,582 HOWARD AVENUE
686,3035110046,3255190,4,M,,602,HOWARD,AVENUE,11212,602 HOWARD AVENUE
687,3035110046,3255190,4,M,,606,HOWARD,AVENUE,11212,606 HOWARD AVENUE
688,3035110046,3255190,4,M,,610,HOWARD,AVENUE,11212,610 HOWARD AVENUE
689,3035110046,3255190,4,M,,614,HOWARD,AVENUE,11212,614 HOWARD AVENUE
690,3035110022,3326463,5,M,,1,TAPSCOTT,STREET,11212,1 TAPSCOTT STREET
691,3035110022,3326463,5,M,,5,TAPSCOTT,STREET,11212,5 TAPSCOTT STREET
692,3035110022,3326463,5,M,,9,TAPSCOTT,STREET,11212,9 TAPSCOTT STREET
693,3035110022,3326463,5,M,,13,TAPSCOTT,STREET,11212,13 TAPSCOTT STREET
694,3035110022,3326463,5,M,,17,TAPSCOTT,STREET,11212,17 TAPSCOTT STREET
695,3035120051,3406850,6,,,48,GRAFTON,STREET,11212,48 GRAFTON STREET
696,3014710055,3039465,6,,,1481,EASTERN,PARKWAY,11233,1481 EASTERN PARKWAY
697,3014710053,3039464,6,,,1483,EASTERN,PARKWAY,11233,1483 EASTERN PARKWAY
698,3014710053,3039464,6,,,1485,EASTERN,PARKWAY,11233,1485 EASTERN PARKWAY
699,3014700048,3000000,6,,,1703,SAINT JOHNS,PLACE,11233,1703 SAINT JOHNS PLACE
700,3014700024,3000000,6,,,1738,STERLING,PLACE,11233,1738 STERLING PLACE
701,3014700025,3039431,6,,,1740,STERLING,PLACE,11233,1740 STERLING PLACE
702,3014710061,3000000,6,,,1747,SAINT JOHNS,PLACE,11233,1747 SAINT JOHNS PLACE
703,3014710059,3348347,6,,,1749,SAINT JOHNS,PLACE,11233,1749 SAINT JOHNS PLACE
704,3014710059,3348347,6,,,1751,SAINT JOHNS,PLACE,11233,1751 SAINT JOHNS PLACE
705,3014710059,3348347,6,,,1753,SAINT JOHNS,PLACE,11233,1753 SAINT JOHNS PLACE
706,3014710057,3348348,6,,,1755,SAINT JOHNS,PLACE,11233,1755 SAINT JOHNS PLACE
707,3014710057,3348348,6,,,1757,SAINT JOHNS,PLACE,11233,1757 SAINT JOHNS PLACE
708,3014660042,3000000,6,,,486,HOWARD,AVENUE,11233,486 HOWARD AVENUE
709,3014660043,3000000,6,,,488,HOWARD,AVENUE,11233,488 HOWARD AVENUE
710,3014660044,3332073,6,,,490,HOWARD,AVENUE,11233,490 HOWARD AVENUE
711,3014660045,3332074,6,,,492,HOWARD,AVENUE,11233,492 HOWARD AVENUE
712,3014700037,3000000,6,,,500,HOWARD,AVENUE,11233,500 HOWARD AVENUE
713,3014700038,3000000,6,,,502,HOWARD,AVENUE,11233,502 HOWARD AVENUE
714,3014660049,3424875,1,M,,1761,STERLING,PLACE,11233,1761 STERLING PLACE
715,3014660049,3424875,1,M,,1761,STERLING,PLACE,11233,1761 STERLING PLACE
716,3014660049,3039386,1,M,,1761,STERLING,PLACE,11233,1761 STERLING PLACE
717,3014660047,3427324,1,M,,1763,STERLING,PLACE,11233,1763 STERLING PLACE
718,3014660047,3427324,1,M,,1763,STERLING,PLACE,11233,1763 STERLING PLACE
719,3014660047,3427324,1,M,,1763,STERLING,PLACE,11233,1763 STERLING PLACE
720,3014660047,3427325,1,M,,1765,STERLING,PLACE,11233,1765 STERLING PLACE
721,3014660047,3427325,1,M,,1765,STERLING,PLACE,11233,1765 STERLING PLACE
722,3014660047,3427325,1,M,,1765,STERLING,PLACE,11233,1765 STERLING PLACE
723,3014660047,3427326,1,M,,1767,STERLING,PLACE,11233,1767 STERLING PLACE
724,3014660047,3427326,1,M,,1767,STERLING,PLACE,11233,1767 STERLING PLACE
725,3014660047,3427326,1,,,1767,STERLING,PLACE,11233,1767 STERLING PLACE
726,3014660049,3039386,1,,,496,HOWARD,AVENUE,11233,496 HOWARD AVENUE
727,3014660049,3039386,1,,,494,HOWARD,AVENUE,11233,494 HOWARD AVENUE
728,3014700033,3348335,2,M,,1766,STERLING,PLACE,11233,1766 STERLING PLACE
729,3014700033,3348335,2,M,,1766,STERLING,PLACE,11233,1766 STERLING PLACE
730,3014700033,3348335,2,M,,1766,STERLING,PLACE,11233,1766 STERLING PLACE
731,3014700035,3348334,2,M,,1768,STERLING,PLACE,11233,1768 STERLING PLACE
732,3014700035,3348334,2,M,,1768,STERLING,PLACE,11233,1768 STERLING PLACE
733,3014700035,3348334,2,M,,1768,STERLING,PLACE,11233,1768 STERLING PLACE
734,3014700036,3348336,2,M,,1770,STERLING,PLACE,11233,1770 STERLING PLACE
735,3014700036,3348336,2,M,,1770,STERLING,PLACE,11233,1770 STERLING PLACE
736,3014700036,3348336,2,M,,1770,STERLING,PLACE,11233,1770 STERLING PLACE
737,3014700037,3348338,2,M,,1772,STERLING,PLACE,11233,1772 STERLING PLACE
738,3014700037,3348338,2,M,,1772,STERLING,PLACE,11233,1772 STERLING PLACE
739,3014700037,3348338,2,,,1772,STERLING,PLACE,11233,1772 STERLING PLACE
740,3014700038,3348340,2,M,,1774,STERLING,PLACE,11233,1774 STERLING PLACE
741,3014700038,3348340,2,M,,1774,STERLING,PLACE,11233,1774 STERLING PLACE
742,3014700036,3000000,2,,,498,HOWARD,AVENUE,11233,498 HOWARD AVENUE
743,3014700038,3348340,2,,,1774,STERLING,PLACE,11233,1774 STERLING PLACE
744,3014700073,3393514,3,M,,504,HOWARD,AVENUE,11233,504 HOWARD AVENUE
745,3014700073,3393514,3,M,,504,HOWARD,AVENUE,11233,504 HOWARD AVENUE
746,3014700073,3393514,3,M,,504,HOWARD,AVENUE,11233,504 HOWARD AVENUE
747,3014700039,3346604,3,M,,506,HOWARD,AVENUE,11233,506 HOWARD AVENUE
748,3014700039,3346604,3,M,,506,HOWARD,AVENUE,11233,506 HOWARD AVENUE
749,3014700039,3346604,3,M,,506,HOWARD,AVENUE,11233,506 HOWARD AVENUE
750,3014700041,3346605,3,M,,508,HOWARD,AVENUE,11233,508 HOWARD AVENUE
751,3014700041,3346605,3,M,,508,HOWARD,AVENUE,11233,508 HOWARD AVENUE
752,3014700041,3346605,3,M,,508,HOWARD,AVENUE,11233,508 HOWARD AVENUE
753,3014700059,3427327,4,M,,1679,SAINT JOHNS,PLACE,11233,1679 SAINT JOHNS PLACE
754,3014700059,3427327,4,M,,1679,SAINT JOHNS,PLACE,11233,1679 SAINT JOHNS PLACE
755,3014700059,3427327,4,M,,1679,SAINT JOHNS,PLACE,11233,1679 SAINT JOHNS PLACE
756,3014700058,3393513,4,M,,1681,SAINT JOHNS,PLACE,11233,1681 SAINT JOHNS PLACE
757,3014700058,3393513,4,M,,1681,SAINT JOHNS,PLACE,11233,1681 SAINT JOHNS PLACE
758,3014700058,3393513,4,M,,1681,SAINT JOHNS,PLACE,11233,1681 SAINT JOHNS PLACE
759,3014700055,3406673,4,M,,1683,SAINT JOHNS,PLACE,11233,1683 SAINT JOHNS PLACE
760,3014700055,3406673,4,M,,1683,SAINT JOHNS,PLACE,11233,1683 SAINT JOHNS PLACE
761,3014700055,3406673,4,M,,1683,SAINT JOHNS,PLACE,11233,1683 SAINT JOHNS PLACE
762,3014700053,3039443,4,M,,1685,SAINT JOHNS,PLACE,11233,1685 SAINT JOHNS PLACE
763,3014700053,3039443,4,M,,1685,SAINT JOHNS,PLACE,11233,1685 SAINT JOHNS PLACE
764,3014700053,3039443,4,M,,1685,SAINT JOHNS,PLACE,11233,1685 SAINT JOHNS PLACE
765,3014700052,3393512,4,M,,1687,SAINT JOHNS,PLACE,11233,1687 SAINT JOHNS PLACE
766,3014700052,3393512,4,M,,1687,SAINT JOHNS,PLACE,11233,1687 SAINT JOHNS PLACE
767,3014700052,3393512,4,M,,1687,SAINT JOHNS,PLACE,11233,1687 SAINT JOHNS PLACE
768,3014700051,3392460,4,M,,1689,SAINT JOHNS,PLACE,11233,1689 SAINT JOHNS PLACE
769,3014700051,3392460,4,M,,1689,SAINT JOHNS,PLACE,11233,1689 SAINT JOHNS PLACE
770,3014700051,3392460,4,M,,1689,SAINT JOHNS,PLACE,11233,1689 SAINT JOHNS PLACE
771,3014700050,3392450,4,M,,1691,SAINT JOHNS,PLACE,11233,1691 SAINT JOHNS PLACE
772,3014700050,3392450,4,M,,1691,SAINT JOHNS,PLACE,11233,1691 SAINT JOHNS PLACE
773,3014700050,3392450,4,M,,1691,SAINT JOHNS,PLACE,11233,1691 SAINT JOHNS PLACE
774,3014700049,3394408,4,M,,1693,SAINT JOHNS,PLACE,11233,1693 SAINT JOHNS PLACE
775,3014700049,3394408,4,M,,1693,SAINT JOHNS,PLACE,11233,1693 SAINT JOHNS PLACE
776,3014700049,3394408,4,M,,1693,SAINT JOHNS,PLACE,11233,1693 SAINT JOHNS PLACE
777,3014700011,3406671,5,M,,537,RALPH,AVENUE,11233,537 RALPH AVENUE
778,3014700011,3406671,5,M,,537,RALPH,AVENUE,11233,537 RALPH AVENUE
779,3014700011,3406671,5,M,,537,RALPH,AVENUE,11233,537 RALPH AVENUE
780,3014700010,3426866,5,M,,539,RALPH,AVENUE,11233,539 RALPH AVENUE
781,3014700010,3426866,5,M,,539,RALPH,AVENUE,11233,539 RALPH AVENUE
782,3014700010,3426866,5,M,,539,RALPH,AVENUE,11233,539 RALPH AVENUE
783,3014700011,3348327,5,,,1702,STERLING,PLACE,11233,1702 STERLING PLACE
784,3014700011,3348327,5,,,1716,STERLING,PLACE,11233,1716 STERLING PLACE
785,3014700009,3393506,5,M,,541,RALPH,AVENUE,11233,541 RALPH AVENUE
786,3014700009,3393506,5,M,,541,RALPH,AVENUE,11233,541 RALPH AVENUE
787,3014700009,3393506,5,M,,541,RALPH,AVENUE,11233,541 RALPH AVENUE
788,3014700008,3393284,5,M,,543,RALPH,AVENUE,11233,543 RALPH AVENUE
789,3014700008,3393284,5,M,,543,RALPH,AVENUE,11233,543 RALPH AVENUE
790,3014700008,3393284,5,M,,543,RALPH,AVENUE,11233,543 RALPH AVENUE
791,3014700003,3393283,5,M,,545,RALPH,AVENUE,11233,545 RALPH AVENUE
792,3014700003,3393283,5,M,,545,RALPH,AVENUE,11233,545 RALPH AVENUE
793,3014700003,3393283,5,M,,545,RALPH,AVENUE,11233,545 RALPH AVENUE
794,3014700003,3426868,5,M,,547,RALPH,AVENUE,11233,547 RALPH AVENUE
795,3014700003,3426868,5,M,,547,RALPH,AVENUE,11233,547 RALPH AVENUE
796,3014700003,3426868,5,M,,547,RALPH,AVENUE,11233,547 RALPH AVENUE
797,3014700003,3426867,5,M,,549,RALPH,AVENUE,11233,549 RALPH AVENUE
798,3014700003,3426867,5,M,,549,RALPH,AVENUE,11233,549 RALPH AVENUE
799,3014700003,3426867,5,M,,549,RALPH,AVENUE,11233,549 RALPH AVENUE
800,3014700003,3348345,5,M,,551,RALPH,AVENUE,11233,551 RALPH AVENUE
801,3014700003,3348345,5,M,,551,RALPH,AVENUE,11233,551 RALPH AVENUE
802,3014700003,3348345,5,M,,551,RALPH,AVENUE,11233,551 RALPH AVENUE
803,3014700003,3348345,5,,,1651,SAINT JOHNS,PLACE,11233,1651 SAINT JOHNS PLACE
804,3014700003,3348345,5,,,1659,SAINT JOHNS,PLACE,11233,1659 SAINT JOHNS PLACE
805,3014700003,3348345,5,,,1649,SAINT JOHNS,PLACE,11233,1649 SAINT JOHNS PLACE
806,3014700011,3348327,6,M,,1720,STERLING,PLACE,11233,1720 STERLING PLACE
807,3014700011,3348327,6,M,,1720,STERLING,PLACE,11233,1720 STERLING PLACE
808,3014700011,3348327,6,M,,1720,STERLING,PLACE,11233,1720 STERLING PLACE
809,3014700011,3426869,6,M,,1722,STERLING,PLACE,11233,1722 STERLING PLACE
810,3014700011,3426869,6,M,,1722,STERLING,PLACE,11233,1722 STERLING PLACE
811,3014700011,3426869,6,M,,1722,STERLING,PLACE,11233,1722 STERLING PLACE
812,3014700015,3393508,6,M,,1724,STERLING,PLACE,11233,1724 STERLING PLACE
813,3014700015,3393508,6,M,,1724,STERLING,PLACE,11233,1724 STERLING PLACE
814,3014700015,3393508,6,M,,1724,STERLING,PLACE,11233,1724 STERLING PLACE
815,3014700017,3393509,6,M,,1726,STERLING,PLACE,11233,1726 STERLING PLACE
816,3014700017,3393509,6,M,,1726,STERLING,PLACE,11233,1726 STERLING PLACE
817,3014700017,3393509,6,M,,1726,STERLING,PLACE,11233,1726 STERLING PLACE
