,index,violationid,buildingid,registrationid,boroid,borough,bin_x,bbl_x,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,address,bbl_y,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin_y,dev_name,units,transfer,_merge,inspectiondate_year,novissued_year
8022,8022,17163432,808795,389260,3,brooklyn,3322228,3018090001.0,775,775,775,MARCY AVENUE,B,2024-08-04,2024-08-04,09/23/2024,09/09/2024,,,09/19/2024,508,9275849.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-05,9,VIOLATION DISMISSED,12/02/2024,Original,Close,N,775 MARCY AVENUE,3018090001,4,M,775 MARCY AVENUE,11216,03,08,25,56,36,3322228,ARMSTRONG II,248, 02/12/2020,both,2024,2024.0
8023,8023,17163433,808795,389260,3,brooklyn,3322228,3018090001.0,775,775,775,MARCY AVENUE,B,2024-08-04,2024-08-04,09/23/2024,09/09/2024,,,09/19/2024,502,9275849.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE KITCHEN LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-05,9,VIOLATION DISMISSED,12/02/2024,Original,Close,N,775 MARCY AVENUE,3018090001,4,M,775 MARCY AVENUE,11216,03,08,25,56,36,3322228,ARMSTRONG II,248, 02/12/2020,both,2024,2024.0
8024,8024,17174959,41400,140419,1,manhattan,1060054,1020080013.0,120,112,136,WEST 140 STREET,B,2024-08-05,2024-08-06,09/25/2024,09/11/2024,,,08/12/2024,702,9278015.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT N4C, 4th STORY, 5th APARTMENT FROM EAST AT SOUTH",2024-08-07,9,VIOLATION DISMISSED,10/23/2024,Original,Close,N,120 WEST 140 STREET,1020080013,1,M,120 WEST 140TH STREET,10030,10,13,30,70,09,1060054,PUBLIC SCHOOL 139 (CONVERSION),125, 11/30/2020,both,2024,2024.0
8025,8025,17332309,290845,388779,3,brooklyn,3078553,3034030001.0,595,587,599,EVERGREEN AVENUE,C,2024-08-05,2024-10-06,11/07/2024,11/02/2024,,,,550,9369642.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 FEET AT CEILING IN THE 4th ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 17167348 ISSUED 05-AUG-24 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).",2024-10-07,19,VIOLATION CLOSED,08/01/2025,Original,Close,N,595 EVERGREEN AVENUE,3034030001,3,M,595 EVERGREEN AVENUE,11207,04,07,18,54,37,3078553,BUSHWICK II (GROUPS A & C),300, 7/18/2019,both,2024,2024.0
8026,8026,17167349,290845,388779,3,brooklyn,3078553,3034030001.0,595,587,599,EVERGREEN AVENUE,B,2024-08-05,2024-08-06,09/25/2024,09/11/2024,,,,501,9278591.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELECTRICAL OUTLETS AT EAST AND NORTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-07,19,VIOLATION CLOSED,10/01/2024,Original,Close,N,595 EVERGREEN AVENUE,3034030001,3,M,595 EVERGREEN AVENUE,11207,04,07,18,54,37,3078553,BUSHWICK II (GROUPS A & C),300, 7/18/2019,both,2024,2024.0
8027,8027,17167348,290845,388779,3,brooklyn,3078553,3034030001.0,595,587,599,EVERGREEN AVENUE,B,2024-08-05,2024-08-06,09/25/2024,09/11/2024,,,,550,9278592.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 FEET AT CEILING IN THE 4th ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-07,19,VIOLATION CLOSED,10/06/2024,Original,Close,N,595 EVERGREEN AVENUE,3034030001,3,M,595 EVERGREEN AVENUE,11207,04,07,18,54,37,3078553,BUSHWICK II (GROUPS A & C),300, 7/18/2019,both,2024,2024.0
8028,8028,17174958,41400,140419,1,manhattan,1060054,1020080013.0,120,112,136,WEST 140 STREET,B,2024-08-05,2024-08-06,09/25/2024,09/11/2024,,,08/12/2024,1503,9278015.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT N4C, 4th STORY, 5th APARTMENT FROM EAST AT SOUTH",2024-08-07,9,VIOLATION DISMISSED,10/23/2024,Original,Close,N,120 WEST 140 STREET,1020080013,1,M,120 WEST 140TH STREET,10030,10,13,30,70,09,1060054,PUBLIC SCHOOL 139 (CONVERSION),125, 11/30/2020,both,2024,2024.0
8029,8029,17167350,290845,388779,3,brooklyn,3078553,3034030001.0,595,587,599,EVERGREEN AVENUE,C,2024-08-05,2024-08-06,08/26/2024,08/21/2024,,,,530,9278593.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .... IN THE ENTRANCE LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-07,19,VIOLATION CLOSED,05/09/2025,Original,Close,N,595 EVERGREEN AVENUE,3034030001,3,M,595 EVERGREEN AVENUE,11207,04,07,18,54,37,3078553,BUSHWICK II (GROUPS A & C),300, 7/18/2019,both,2024,2024.0
8030,8030,17168491,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,C,2024-08-05,2024-08-05,09/06/2024,09/01/2024,,,,568,9277457.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,47,NOTICE OF ISSUANCE SENT TO TENANT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8031,8031,17168493,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,C,2024-08-05,2024-08-05,08/19/2024,08/12/2024,,,,508,9277455.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,2,NOV SENT OUT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8032,8032,17168494,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,C,2024-08-05,2024-08-05,08/19/2024,08/12/2024,,,,583,9277455.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,2,NOV SENT OUT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8033,8033,17168495,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,B,2024-08-05,2024-08-05,09/24/2024,09/10/2024,,,,508,9277453.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST,WEST,NORTH,SOUTH AND CEILING IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,2,NOV SENT OUT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8034,8034,17168496,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,A,2024-08-05,2024-08-05,11/23/2024,11/09/2024,,,,583,9277452.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,2,NOV SENT OUT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8035,8035,17168497,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,B,2024-08-05,2024-08-05,09/24/2024,09/10/2024,,,,583,9277453.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,2,NOV SENT OUT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8036,8036,17168498,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,B,2024-08-05,2024-08-05,09/24/2024,09/10/2024,,,,506,9277454.0,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING LIGHT FIXTURE AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,2,NOV SENT OUT,08/06/2024,Original,Open,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8037,8037,17168499,376474,302971,3,brooklyn,3036861,3013790031.0,1506,1500,1506,STERLING PLACE,C,2024-08-05,2024-08-05,08/19/2024,08/12/2024,,,,689,9277456.0,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED ELECTRICAL WIRES AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-08-06,19,VIOLATION CLOSED,10/08/2024,Original,Close,N,1506 STERLING PLACE,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
8038,8038,17181042,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,A,2024-08-06,2024-08-07,11/25/2024,11/11/2024,,,,554,9280920.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE RADIATOR IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8039,8039,17168789,808609,389831,3,brooklyn,3323715,3040290001.0,418,418,426,JEROME STREET,C,2024-08-06,2024-08-10,09/12/2024,09/07/2024,,,,569,9285414.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-12,19,VIOLATION CLOSED,05/20/2025,Original,Close,N,418 JEROME STREET,3040290001,2,M,418 JEROME STREET,11207,05,08,19,60,42,3323715,BELMONT-SUTTER AREA,72, 12/28/2021,both,2024,2024.0
8040,8040,17168800,808609,389831,3,brooklyn,3323715,3040290001.0,418,418,426,JEROME STREET,A,2024-08-06,2024-08-10,11/29/2024,11/15/2024,,,08/27/2024,501,9285411.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2024-08-12,9,VIOLATION DISMISSED,11/07/2024,Original,Close,N,418 JEROME STREET,3040290001,2,M,418 JEROME STREET,11207,05,08,19,60,42,3323715,BELMONT-SUTTER AREA,72, 12/28/2021,both,2024,2024.0
8041,8041,17181058,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,B,2024-08-06,2024-08-07,09/26/2024,09/12/2024,,,,688,9280922.0,"§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT CEILING AT PUBLIC HALL STAIRS, 1st STORY",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8042,8042,17181068,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,C,2024-08-06,2024-08-07,08/21/2024,08/14/2024,,,,541,9280923.0,§ 27-2009.2 FAILURE TO DISTRIBUTE AND POST SAFE CONSTRUCTION BILL OF RIGHTS AND/OR NOTICE OF THE TENANT PROTECTION PLAN. SUCH NOTICES SHALL REMAIN POSTED UNTIL THE COMPLETION OF THE DESCRIBED PERMITTED WORK. AT PUBLIC HALL,2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8043,8043,17181074,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,C,2024-08-06,2024-08-07,08/21/2024,08/14/2024,,,,551,9280923.0,"§ 27-2010, 2011, 2012 ADM CODE CLEANSE AND DISINFECT TO THE SATISFACTION OF THIS DEPARTMENT AFTER REMOVING THE DUST AND DISINFECT AT PUBLIC HALL",2024-08-08,19,VIOLATION CLOSED,01/17/2025,Original,Close,Y,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8044,8044,17168788,808609,389831,3,brooklyn,3323715,3040290001.0,418,418,426,JEROME STREET,C,2024-08-06,2024-08-10,09/12/2024,09/07/2024,,,,568,9285414.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-12,19,VIOLATION CLOSED,05/20/2025,Original,Close,N,418 JEROME STREET,3040290001,2,M,418 JEROME STREET,11207,05,08,19,60,42,3323715,BELMONT-SUTTER AREA,72, 12/28/2021,both,2024,2024.0
8045,8045,17168799,808609,389831,3,brooklyn,3323715,3040290001.0,418,418,426,JEROME STREET,B,2024-08-06,2024-08-10,09/30/2024,09/16/2024,,,,521,9285413.0,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE AT WINDOW IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-12,19,VIOLATION CLOSED,10/24/2025,Original,Close,N,418 JEROME STREET,3040290001,2,M,418 JEROME STREET,11207,05,08,19,60,42,3323715,BELMONT-SUTTER AREA,72, 12/28/2021,both,2024,2024.0
8046,8046,17180730,947178,384410,3,brooklyn,3338493,3033340001.0,220,220,232,LINDEN STREET,C,2024-08-06,2024-08-08,09/09/2024,09/04/2024,,,,568,9282535.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1M, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''357''",2024-08-09,19,VIOLATION CLOSED,10/10/2025,Original,Close,N,220 LINDEN STREET,3033340001,4,M,220 LINDEN STREET,11221,04,07,18,53,37,3338493,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2024,2024.0
8047,8047,17168787,808609,389831,3,brooklyn,3323715,3040290001.0,418,418,426,JEROME STREET,B,2024-08-06,2024-08-10,09/30/2024,09/16/2024,,,,521,9285412.0,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE AT WINDOWS IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-12,19,VIOLATION CLOSED,10/24/2025,Original,Close,N,418 JEROME STREET,3040290001,2,M,418 JEROME STREET,11207,05,08,19,60,42,3323715,BELMONT-SUTTER AREA,72, 12/28/2021,both,2024,2024.0
8048,8048,17181040,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,A,2024-08-06,2024-08-07,11/25/2024,11/11/2024,,,,554,9280920.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE STEAM RISER IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8049,8049,17181048,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,B,2024-08-06,2024-08-07,09/26/2024,09/12/2024,,,,702,9280921.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8050,8050,17181063,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,C,2024-08-06,2024-08-07,08/21/2024,08/14/2024,,,,504,9280923.0,"§ 27-2005 ADM CODE PROVIDE SECURITY IN THE EVENT OF POWER OUTAGE BY MEANS OF A HEAVY-DUTY LOCK AND LATCH SET AT VESTIBULE DOOR , 1st STORY",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8051,8051,17181066,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,C,2024-08-06,2024-08-07,08/21/2024,08/14/2024,,,,526,9280923.0,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING ELECTROMAGNETIC LOCK INSTALLED AT VESTIBULE DOOR , 1st STORY",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,Y,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8052,8052,17181093,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,B,2024-08-06,2024-08-07,09/26/2024,09/12/2024,,,,583,9280921.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT EAST WALL IN THE FOYER LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8053,8053,17181095,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,B,2024-08-06,2024-08-07,09/26/2024,09/12/2024,,,,508,9280921.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL IN THE FOYER LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8054,8054,17180731,947178,384410,3,brooklyn,3338493,3033340001.0,220,220,232,LINDEN STREET,C,2024-08-06,2024-08-08,09/09/2024,09/04/2024,,,,569,9282535.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1M, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''357''",2024-08-09,19,VIOLATION CLOSED,10/10/2025,Original,Close,N,220 LINDEN STREET,3033340001,4,M,220 LINDEN STREET,11221,04,07,18,53,37,3338493,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2024,2024.0
8055,8055,17181033,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,A,2024-08-06,2024-08-07,11/25/2024,11/11/2024,,,,554,9280920.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE STEAM RISER IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8056,8056,17181034,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,A,2024-08-06,2024-08-07,11/25/2024,11/11/2024,,,,554,9280920.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE STEAM RISER IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8057,8057,17181045,809371,389870,3,brooklyn,3344998,3030270001.0,215,215,219,SCHOLES STREET,B,2024-08-06,2024-08-07,09/26/2024,09/12/2024,,,,1503,9280921.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/19/2024,Original,Close,N,215 SCHOLES STREET,3030270001,20,M,215 SCHOLES STREET,11206,01,07,18,53,34,3344998,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
8058,8058,17170408,809927,389887,3,brooklyn,3337069,3043930001.0,250,250,250,WORTMAN AVENUE,A,2024-08-07,2024-08-09,11/29/2024,11/15/2024,,,11/27/2024,510,9285430.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF AT RADATOR GIVING HEAT IN THE SUMNER TIME IN THE 2nd ROOM FROM NORTH LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-12,19,VIOLATION CLOSED,12/10/2024,Original,Close,N,250 WORTMAN AVENUE,3043930001,12,M,250 WORTMAN AVENUE,11207,05,08,19,60,42,3337069,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
8059,8059,17170837,806646,228729,2,bronx,2094154,2049050001.0,1175,1175,1175,EAST 229 STREET,C,2024-08-07,2024-08-07,09/08/2024,09/03/2024,,,08/14/2024,569,9280896.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2G, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-08,21,NOT COMPLIED WITH,09/06/2024,Original,Open,N,1175 EAST 229 STREET,2049050001,18,M,1175 EAST 229TH STREET,10466,12,16,36,83,12,2094154,EDENWALD,2039,06/27/2013,both,2024,2024.0
8060,8060,17170832,806646,228729,2,bronx,2094154,2049050001.0,1175,1175,1175,EAST 229 STREET,B,2024-08-07,2024-08-07,09/26/2024,09/12/2024,,,,550,9280894.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ.FT AT NORTH WALL IN THE 4th ROOM FROM NORTH LOCATED AT APT 2G, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-08,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,10/23/2024,Original,Open,N,1175 EAST 229 STREET,2049050001,18,M,1175 EAST 229TH STREET,10466,12,16,36,83,12,2094154,EDENWALD,2039,06/27/2013,both,2024,2024.0
8061,8061,17170298,63505,228013,2,bronx,2000513,2022910050.0,455,447,461,EAST 146 STREET,B,2024-08-07,2024-08-07,09/26/2024,09/12/2024,,,,508,9279798.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 2G, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-08,19,VIOLATION CLOSED,11/20/2024,Original,Close,N,455 EAST 146 STREET,2022910050,8,M,455 EAST 146TH STREET,10455,01,15,29,84,08,2000513,BETANCES IV,282, 11/16/2018,both,2024,2024.0
