,index,violationid,buildingid,registrationid,boroid,borough,bin_x,bbl_x,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,address,bbl_y,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin_y,dev_name,units,transfer,_merge,inspectiondate_year,novissued_year
310,310,14291966,222668,821638,3,brooklyn,3050197,3017940113.0,348,348,348,CLIFTON PLACE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/28/2021,,Close,N,348 CLIFTON PLACE,3017940113,1,M,348 CLIFTON PLACE,11216,03,08,25,56,36,3050197,ARMSTRONG I,371, 02/12/2020,both,2021,
311,311,14291968,222673,821640,3,brooklyn,3050199,3017940115.0,352,352,352,CLIFTON PLACE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/28/2021,,Close,N,352 CLIFTON PLACE,3017940115,1,M,352 CLIFTON PLACE,11216,03,08,25,56,36,3050199,ARMSTRONG I,371, 02/12/2020,both,2021,
312,312,14291969,222675,821641,3,brooklyn,3050200,3017940116.0,354,354,354,CLIFTON PLACE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/28/2021,,Close,N,354 CLIFTON PLACE,3017940116,1,M,354 CLIFTON PLACE,11216,03,08,25,56,36,3050200,ARMSTRONG I,371, 02/12/2020,both,2021,
313,313,14291971,222679,821643,3,brooklyn,3050202,3017940118.0,358,358,358,CLIFTON PLACE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/28/2021,,Close,N,358 CLIFTON PLACE,3017940118,1,M,358 CLIFTON PLACE,11216,03,08,25,56,36,3050202,ARMSTRONG I,371, 02/12/2020,both,2021,
314,314,14291972,222681,821644,3,brooklyn,3050203,3017940119.0,360,360,360,CLIFTON PLACE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/28/2021,,Close,N,360 CLIFTON PLACE,3017940119,1,M,360 CLIFTON PLACE,11216,03,08,25,56,36,3050203,ARMSTRONG I,371, 02/12/2020,both,2021,
315,315,14291986,299432,821672,3,brooklyn,3050918,3018080164.0,465,465,465,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,465 GATES AVENUE,3018080164,9,M,465 GATES AVENUE,11216,03,08,25,56,36,3050918,ARMSTRONG I,371, 02/12/2020,both,2021,
316,316,14291987,299433,821673,3,brooklyn,3050917,3018080163.0,467,467,467,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,467 GATES AVENUE,3018080163,9,M,467 GATES AVENUE,11216,03,08,25,56,36,3050917,ARMSTRONG I,371, 02/12/2020,both,2021,
317,317,14291988,299435,821674,3,brooklyn,3050916,3018080162.0,469,469,469,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,469 GATES AVENUE,3018080162,9,M,469 GATES AVENUE,11216,03,08,25,56,36,3050916,ARMSTRONG I,371, 02/12/2020,both,2021,
318,318,14291990,299439,821676,3,brooklyn,3050914,3018080160.0,473,473,473,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,473 GATES AVENUE,3018080160,9,M,473 GATES AVENUE,11216,03,08,25,56,36,3050914,ARMSTRONG I,371, 02/12/2020,both,2021,
319,319,14292002,299419,821663,3,brooklyn,3050927,3018080173.0,447,447,447,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,447 GATES AVENUE,3018080173,9,M,447 GATES AVENUE,11216,03,08,25,56,36,3050927,ARMSTRONG I,371, 02/12/2020,both,2021,
320,320,14292004,299422,821665,3,brooklyn,3050925,3018080171.0,451,451,451,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,451 GATES AVENUE,3018080171,9,M,451 GATES AVENUE,11216,03,08,25,56,36,3050925,ARMSTRONG I,371, 02/12/2020,both,2021,
321,321,14292005,299424,821666,3,brooklyn,3050924,3018080170.0,453,453,453,GATES AVENUE,I,2021-04-21,2021-04-21,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,453 GATES AVENUE,3018080170,9,M,453 GATES AVENUE,11216,03,08,25,56,36,3050924,ARMSTRONG I,371, 02/12/2020,both,2021,
322,322,14298896,982086,821648,3,brooklyn,3399677,3018020051.0,254,254,254,LEXINGTON AVENUE,I,2021-04-22,2021-04-22,,,,,,780,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9,VIOLATION DISMISSED,04/30/2021,,Close,N,254 LEXINGTON AVENUE,3018020051,12,M,254 LEXINGTON AVENUE,11216,03,08,25,57,36,3399677,ARMSTRONG I,371, 02/12/2020,both,2021,
323,323,14159076,805761,144829,1,manhattan,1077129,1012210007.0,133,133,133,WEST 90 STREET,B,2021-04-23,2021-04-23,06/14/2021,05/31/2021,,,05/14/2021,583,7329064.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 10B, 10th STORY, 1st APARTMENT FROM NORTH AT EAST",2021-04-26,9,VIOLATION DISMISSED,07/26/2021,Original,Close,N,133 WEST 90 STREET,1012210007,2,M,133 WEST 90TH STREET,10024,07,12,47,69,06,1077129,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
324,324,14159077,805761,144829,1,manhattan,1077129,1012210007.0,133,133,133,WEST 90 STREET,B,2021-04-23,2021-04-23,06/14/2021,05/31/2021,,,05/14/2021,508,7329064.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 10B, 10th STORY, 1st APARTMENT FROM NORTH AT EAST",2021-04-26,9,VIOLATION DISMISSED,07/26/2021,Original,Close,N,133 WEST 90 STREET,1012210007,2,M,133 WEST 90TH STREET,10024,07,12,47,69,06,1077129,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
325,325,14430249,299427,821668,3,brooklyn,3050922,3018080168.0,457,457,457,GATES AVENUE,C,2021-04-26,2021-07-09,08/09/2021,08/04/2021,,,07/16/2021,550,7401617.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ FT AT BATHROOM CEILING IN THE BATHROOM LOCATED AT APT A, 1st STORY ORIGINAL VIOLATION 14310402 ISSUED 26-APR-21 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).",2021-07-09,9,VIOLATION DISMISSED,07/14/2022,Original,Close,N,457 GATES AVENUE,3018080168,9,M,457 GATES AVENUE,11216,03,08,25,56,36,3050922,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
326,326,14310402,299427,821668,3,brooklyn,3050922,3018080168.0,457,457,457,GATES AVENUE,B,2021-04-26,2021-04-27,06/16/2021,06/02/2021,,,,550,7331315.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 10 SQ FT AT BATHROOM CEILING IN THE BATHROOM LOCATED AT APT A, 1st STORY",2021-04-28,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,457 GATES AVENUE,3018080168,9,M,457 GATES AVENUE,11216,03,08,25,56,36,3050922,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
327,327,14310393,299427,821668,3,brooklyn,3050922,3018080168.0,457,457,457,GATES AVENUE,C,2021-04-26,2021-04-27,05/29/2021,05/24/2021,,,05/27/2021,569,7331316.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT A, 1st STORY",2021-04-28,9,VIOLATION DISMISSED,06/14/2021,Original,Close,N,457 GATES AVENUE,3018080168,9,M,457 GATES AVENUE,11216,03,08,25,56,36,3050922,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
328,328,14316692,947178,384410,3,brooklyn,3338493,3033340001.0,220,220,232,LINDEN STREET,A,2021-04-29,2021-04-30,08/20/2021,08/06/2021,,,08/30/2021,778,7335837.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2021-05-03,19,VIOLATION CLOSED,10/30/2023,Original,Close,N,220 LINDEN STREET,3033340001,4,M,220 LINDEN STREET,11221,04,07,18,53,37,3338493,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
329,329,14316693,947178,384410,3,brooklyn,3338493,3033340001.0,220,220,232,LINDEN STREET,A,2021-04-29,2021-04-30,08/20/2021,08/06/2021,,,08/30/2021,529,7335837.0,"§ 27-2005 ADM CODE REFIT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2021-05-03,19,VIOLATION CLOSED,10/30/2023,Original,Close,N,220 LINDEN STREET,3033340001,4,M,220 LINDEN STREET,11221,04,07,18,53,37,3338493,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
330,330,14316747,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,C,2021-04-29,2021-04-30,06/03/2021,05/29/2021,,,06/03/2021,568,7335130.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,9,VIOLATION DISMISSED,08/16/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
331,331,14316749,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,C,2021-04-29,2021-04-30,06/03/2021,05/29/2021,,,06/03/2021,569,7335130.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,9,VIOLATION DISMISSED,08/16/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
332,332,14316750,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,06/09/2021,702,7335129.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
333,333,14316752,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,06/09/2021,1503,7335129.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
334,334,14316760,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,06/09/2021,689,7335129.0,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRES AT CEILING IN THE FOYER LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
335,335,14316762,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,06/09/2021,689,7335129.0,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRES AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
336,336,14316765,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,A,2021-04-29,2021-04-30,08/20/2021,08/06/2021,,,06/10/2021,556,7335128.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AT PUBLIC HALL, 1st STORY",2021-05-03,9,VIOLATION DISMISSED,08/23/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
337,337,14316764,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,06/10/2021,689,7335129.0,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRES AT SOUTH, EAST AND WEST WALLS AT PUBLIC HALL, 1st STORY",2021-05-03,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
338,338,14316737,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,05/12/2021,649,7335129.0,"§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN SINK IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,05/21/2021,Original,Close,Y,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
339,339,14316739,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,05/21/2021,508,7335129.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,07/09/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
340,340,14316746,222686,389253,3,brooklyn,3322159,3017940121.0,366,366,380,CLIFTON PLACE,B,2021-04-29,2021-04-30,06/21/2021,06/07/2021,,,05/12/2021,502,7335129.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT WEST WALL IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-03,19,VIOLATION CLOSED,05/21/2021,Original,Close,N,366 CLIFTON PLACE,3017940121,2,M,366 CLIFTON PLACE,11216,03,08,25,56,36,3322159,ARMSTRONG I,371, 02/12/2020,both,2021,2021.0
341,341,14322111,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,700,7342624.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
342,342,14322125,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,1506,7342624.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
343,343,14322091,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,C,2021-05-04,2021-05-06,06/07/2021,06/02/2021,,,06/02/2021,568,7340453.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 4th APARTMENT FROM SOUTH AT WEST",2021-05-07,9,VIOLATION DISMISSED,08/13/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
344,344,14322106,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,500,7342624.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
345,345,14322109,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,1501,7342624.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
346,346,14322112,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,C,2021-05-04,2021-05-07,05/23/2021,05/16/2021,,,05/20/2021,671,7342625.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,08/02/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
347,347,14322114,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,778,7342624.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
348,348,14322117,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,484,7342624.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
