,building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address
1155,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490039,7,M,192 TAPSCOTT STREET
1156,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500006,8,,209 TAPSCOTT STREET
1157,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430167,,,2251 WEBSTER AVENUE
1158,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430206,,,2273 WEBSTER AVENUE
1159,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430234,,,2291 WEBSTER AVENUE
1160,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430236,,,2303 WEBSTER AVENUE
1161,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430234,,,371 EAST 183RD STREET
1162,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430206,,,380 EAST 183RD STREET
1163,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430167,,,386 FORD STREET
1164,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430240,,,390 EAST 184TH STREET
1165,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430236,,,394 EAST 184TH STREET
1166,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING D"
1167,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,360 FORD STREET
1168,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING A"
1169,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING B"
1170,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,355 FORD STREET
1171,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING C"
1172,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,353 FORD STREET
1173,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 EAST 183RD STREET, WING D"
1174,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,365 FORD STREET
1175,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 EAST 183RD STREET, WING E"
1176,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,355 EAST 183RD STREET
1177,TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 EAST 183RD STREET, WING F"
1178,UNION AVENUE-EAST 163RD STREET,BRONX,200,342,11/28/2023,29,2026780001,1,M,950 UNION AVENUE
1179,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,1,M,1135 PROSPECT AVENUE
1180,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,819 EAST 167TH STREET
1181,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,817 EAST 167TH STREET
1182,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,815 EAST 167TH STREET
1183,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,813 EAST 167TH STREET
1184,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,811 EAST 167TH STREET
1185,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1104 UNION AVENUE
1186,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1102 UNION AVENUE
1187,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1100 UNION AVENUE
1188,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1098 UNION AVENUE
1189,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1096 UNION AVENUE
1190,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,4,M,815 EAST 166TH STREET
1191,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,4,M,817 EAST 166TH STREET
1192,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,4,M,819 EAST 166TH STREET
1193,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,5,M,822 EAST 167TH STREET
1194,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,5,M,820 EAST 167TH STREET
1195,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,5,M,818 EAST 167TH STREET
1196,UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,6,M,1111 PROSPECT AVENUE
1197,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,293,11/30/2020,30,,,M,
1198,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320047,1,,2340 AMSTERDAM AVENUE
1199,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320047,1,M,501 WEST 176TH STREET
1200,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320047,1,,2346 AMSTERDAM AVENUE
1201,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320047,1,M,500 WEST 177TH STREET
1202,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320110,2,M,503 WEST 177TH STREET
1203,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320114,3,M,511 WEST 177TH STREET
1204,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320100,4,,514 WEST 177TH STREET
1205,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320100,4,M,506 WEST 177TH STREET
1206,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),MANHATTAN,88,523,11/30/2020,30,1021320094,5,M,509 WEST 176TH STREET
1207,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021100071,2,M,450 WEST 164TH STREET
1208,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021110038,3,M,457 WEST 164TH STREET
1209,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021110040,4,M,461 WEST 164TH STREET
1210,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021110041,5,M,463 WEST 164TH STREET
1211,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021110042,6,M,465 WEST 164TH STREET
1212,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021210051,7,M,500 WEST 164TH STREET
1213,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021110005,8,M,2109 AMSTERDAM AVENUE
1214,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),MANHATTAN,14,329,11/30/2020,30,1021110006,8,,2111 AMSTERDAM AVENUE
1215,WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,32,330,11/30/2020,30,1021150060,1,M,545 WEST 156TH STREET
1216,WASHINGTON HEIGHTS REHAB PHASE IV (D),MANHATTAN,32,331,11/30/2020,30,1021320106,1,M,502 WEST 177TH STREET
1217,WASHINGTON HEIGHTS REHAB PHASE IV (D),MANHATTAN,32,331,11/30/2020,30,1021320084,2,M,506 WEST 176TH STREET
1218,WEEKSVILLE GARDENS,BROOKLYN,257,229,2/12/2020,30,1021320082,3,M,510 WEST 176TH STREET
1219,WEEKSVILLE GARDENS,BROOKLYN,257,229,2/12/2020,30,1021320080,4,M,514 WEST 176TH STREET
1220,WEEKSVILLE GARDENS,BROOKLYN,257,229,2/12/2020,30,3013410001,1,M,1625 DEAN STREET
1221,WEEKSVILLE GARDENS,BROOKLYN,257,229,2/12/2020,30,3013410001,1,M,1615 DEAN STREET
1222,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1223,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1224,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1225,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1226,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1227,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1228,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1229,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,,
1230,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1231,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1232,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,,
1233,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1234,WEST BRIGHTON I,STATEN,490,116,6/26/2024,31,,,M,
1235,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,1,M,820 HENDERSON AVENUE
1236,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,17,,778GAR HENDERSON AVENUE
1237,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,2,M,806 HENDERSON AVENUE
1238,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,3,M,780 HENDERSON AVENUE
1239,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,4,,210 BROADWAY
1240,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,4,M,778 HENDERSON AVENUE
1241,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,4,,770 HENDERSON AVENUE
1242,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,5,,814 HENDERSON AVENUE
1243,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,5,M,810 HENDERSON AVENUE
1244,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,6,M,240 BROADWAY
1245,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,6,,230 BROADWAY
1246,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,7,M,1077 CASTLETON AVENUE
1247,WEST BRIGHTON II,STATEN,144,175,6/26/2024,31,5001960001,8,M,1075 CASTLETON AVENUE
1248,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,10,M,157 ALASKA STREET
1249,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,11,M,155 ALASKA STREET
1250,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,12,M,1115 CASTLETON AVENUE
1251,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,13,,1083 CASTLETON AVENUE
1252,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,13,M,1085 CASTLETON AVENUE
1253,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,14,M,1065 CASTLETON AVENUE
1254,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,15,M,260 BROADWAY
1255,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,16,M,244 BROADWAY
1256,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,5001960001,9,M,159 ALASKA STREET
1257,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,3021400026,1,,323 ROEBLING STREET
1258,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,3021400026,1,,321 ROEBLING STREET
1259,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,3021400026,1,M,325 ROEBLING STREET
1260,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,3021400026,1,,333 ROEBLING STREET
1261,WILLIAMS PLAZA,BROOKLYN,577,128,2/12/2020,31,3021400026,1,,327 ROEBLING STREET
1262,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,,
1263,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,M,
1264,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,,
1265,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,M,
1266,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,M,
1267,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,,
1268,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,,
1269,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,,,,
1270,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030250070,,,139 SCHOLES STREET
1271,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,87 TEN EYCK WALK
1272,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,,174 LEONARD STREET
1273,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,,178 LEONARD STREET
1274,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,89 TEN EYCK WALK
1275,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,,176 LEONARD STREET
1276,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,92 MAUJER STREET
1277,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,90 MAUJER STREET
1278,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,94 MAUJER STREET
1279,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,91 TEN EYCK WALK
1280,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,93 TEN EYCK WALK
1281,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030240001,1,M,95 TEN EYCK WALK
1282,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,183 TEN EYCK WALK
1283,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,180 MAUJER STREET
1284,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,178 MAUJER STREET
1285,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,,176 MAUJER STREET
1286,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,182 MAUJER STREET
1287,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,184 MAUJER STREET
1288,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,185 TEN EYCK WALK
1289,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,10,M,187 TEN EYCK WALK
1290,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,11,M,164 TEN EYCK WALK
1291,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,11,,222 GRAHAM AVENUE
1292,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,11,M,166 TEN EYCK WALK
1293,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,11,M,168 TEN EYCK WALK
1294,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,11,M,169 STAGG WALK
1295,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,11,M,181 STAGG WALK
1296,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,12,M,186 TEN EYCK WALK
1297,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,12,M,188 TEN EYCK WALK
1298,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,12,M,190 TEN EYCK WALK
1299,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,12,M,197 STAGG WALK
1300,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,12,M,199 STAGG WALK
1301,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,M,160 STAGG WALK
1302,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,214 GRAHAM AVENUE
1303,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,212 GRAHAM AVENUE
1304,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,210 GRAHAM AVENUE
1305,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,202 GRAHAM AVENUE
1306,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,M,165 SCHOLES STREET
1307,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,208 GRAHAM AVENUE
1308,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,206 GRAHAM AVENUE
1309,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,M,163 SCHOLES STREET
1310,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,204 GRAHAM AVENUE
1311,WILLIAMSBURG,BROOKLYN,1,002,12/28/2021,32,3030260001,13,,159 SCHOLES STREET
1312,,,,,,33,,,M,
1313,,,,,,33,,,M,
1314,,,,,,33,,,M,
1315,,,,,,33,,,M,
1316,,,,,,33,,,M,
1317,,,,,,33,,,M,
1318,,,,,,33,,,M,
1319,,,,,,33,,,M,
1320,,,,,,33,,,M,
1321,,,,,,33,,,M,
1322,,,,,,33,,,M,
1323,,,,,,33,,,M,
1324,,,,,,33,,,M,
1325,,,,,,33,,,M,
1326,,,,,,33,,,M,
1327,,,,,,33,,,M,
1328,,,,,,33,,,M,
1329,,,,,,33,,,M,
1330,,,,,,33,,,M,
1331,,,,,,33,,,M,
1332,,,,,,33,,,M,
1333,,,,,,33,,,M,
1334,,,,,,33,,,,
1335,,,,,,33,,,,
1336,,,,,,33,,,M,
1337,,,,,,33,,,M,
1338,,,,,,33,,,,
1339,,,,,,33,,,,
1340,,,,,,33,,,,
1341,,,,,,33,,,,
1342,,,,,,33,,,M,
1343,,,,,,33,,,,
1344,,,,,,33,,,,
1345,,,,,,33,,,M,
1346,,,,,,33,,,M,
1347,,,,,,33,,,M,
1348,,,,,,33,,,M,
1349,,,,,,33,,,M,
1350,,,,,,33,,,M,
1351,,,,,,33,,,M,
1352,,,,,,33,,,M,
1353,,,,,,33,,,M,
1354,,,,,,33,,,M,
1355,,,,,,33,,,M,
1356,,,,,,33,,,M,
1357,,,,,,33,,,M,
1358,,,,,,33,,,M,
1359,,,,,,33,,,M,
1360,,,,,,33,,,M,
1361,,,,,,33,,,M,
1362,,,,,,33,,,M,
1363,,,,,,33,,,M,
1364,,,,,,33,,,M,
1365,,,,,,33,,,M,
1366,,,,,,33,,,M,
1367,,,,,,34,,,M,
1368,,,,,,34,,,M,
1369,,,,,,34,,,M,
1370,,,,,,34,,,M,
1371,,,,,,34,,,M,
1372,,,,,,34,,,M,
1373,,,,,,34,,,M,
1374,,,,,,34,,,,
1375,,,,,,34,,,,
1376,,,,,,34,,,M,
1377,,,,,,34,,,,
1378,,,,,,34,,,M,
1379,,,,,,34,,,M,
1380,,,,,,34,,,,
1381,,,,,,34,,,M,
1382,,,,,,34,,,M,
1383,,,,,,34,,,M,
1384,,,,,,34,,,M,
1385,,,,,,34,,,M,
1386,,,,,,34,,,M,
1387,,,,,,34,,,M,
1388,,,,,,34,,,M,
1389,,,,,,34,,,M,
1390,,,,,,34,,,M,
1391,,,,,,34,,,M,
1392,,,,,,34,,,M,
1393,,,,,,34,,,M,
1394,,,,,,34,,,M,
1395,,,,,,34,,,M,
1396,,,,,,34,,,M,
1397,,,,,,34,,,M,
1398,,,,,,34,,,M,
1399,,,,,,34,,,M,
1400,,,,,,34,,,M,
1401,,,,,,34,,,M,
1402,,,,,,34,,,M,
1403,,,,,,34,,,M,
1404,,,,,,34,,,M,
1405,,,,,,34,,,M,
1406,,,,,,34,,,M,
1407,,,,,,34,,,M,
1408,,,,,,34,,,M,
1409,,,,,,34,,,M,
1410,,,,,,34,,,M,
1411,,,,,,34,,,M,
1412,,,,,,34,,,M,
1413,,,,,,34,,,M,
1414,,,,,,34,,,M,
1415,,,,,,34,,,M,
1416,,,,,,34,,,,
1417,,,,,,34,,,,
1418,,,,,,34,,,M,
1419,,,,,,34,,,M,
1420,,,,,,34,,,,
1421,,,,,,34,,,,
1422,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1423,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1424,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1425,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1426,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1427,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1428,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1429,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1430,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1431,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1432,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1433,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1434,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1435,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1436,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1437,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1438,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1439,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1440,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1441,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1442,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1443,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1444,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1445,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1446,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1447,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,,,,
1448,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,1,M,117 WEST 90TH STREET
1449,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,1,,111 WEST 90TH STREET
1450,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,1,,114 WEST 91ST STREET
1451,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,1,,124 WEST 91ST STREET
1452,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,1,M,120 WEST 91ST STREET
1453,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,2,M,133 WEST 90TH STREET
1454,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,2,M,136 WEST 91ST STREET
1455,WISE TOWERS,MANHATTAN,399,127,11/30/2020,35,1012210007,3,,141 WEST 90TH STREET
