,building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address
547,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,M,211D WEST 151ST STREET
548,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,M,211C WEST 151ST STREET
549,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,M,211B WEST 151ST STREET
550,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,M,211A WEST 151ST STREET
551,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,M,220 WEST 152ND STREET
552,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,M,226 WEST 152ND STREET
553,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,4,,224 WEST 152ND STREET
554,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,M,234 WEST 152ND STREET
555,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,231 WEST 151ST STREET
556,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,58 MACOMBS PLACE
557,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,58 1/2 MACOMBS PLACE
558,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,56 1/2 MACOMBS PLACE
559,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,54 MACOMBS PLACE
560,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,M,52 MACOMBS PLACE
561,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,56 MACOMBS PLACE
562,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,54 1/2 MACOMBS PLACE
563,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,M,50 MACOMBS PLACE
564,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,M,48 MACOMBS PLACE
565,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,M,46 MACOMBS PLACE
566,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,42 1/2 MACOMBS PLACE
567,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,M,44 MACOMBS PLACE
568,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,42 MACOMBS PLACE
569,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,5,,40 1/2 MACOMBS PLACE
570,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020160060,6,M,2653 A C POWELL BOULEVARD
571,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
572,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
573,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
574,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
575,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
576,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
577,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
578,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
579,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
580,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
581,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,,
582,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,,
583,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,,
584,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
585,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
586,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
587,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
588,HARLEM RIVER II,MANHATTAN,116,147,2/17/2022,15,,,M,
589,HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,135,370,11/30/2018,15,1020370001,8,M,2850 FREDERICK DOUGLASS BOULEVARD
590,HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,135,370,11/30/2018,15,1020370001,8,,295 WEST 151ST STREET
591,HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,135,370,11/30/2018,15,1020370001,8,,291 WEST 151ST STREET
592,HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,135,370,11/30/2018,15,1020370001,8,,293 WEST 151ST STREET
593,HIGHBRIDGE REHABS (NELSON AVENUE),BRONX,80,371,11/30/2018,15,2025090018,1,M,1085 ANDERSON AVENUE
594,HIGHBRIDGE REHABS (NELSON AVENUE),BRONX,80,371,11/30/2018,15,2025140020,2,M,130 WEST 166TH STREET
595,HIGHBRIDGE REHABS (NELSON AVENUE),BRONX,80,371,11/30/2018,15,2025140015,3,M,134 WEST 166TH STREET
596,HIGHBRIDGE REHABS (NELSON AVENUE),BRONX,80,371,11/30/2018,15,2025140077,4,M,125 WEST 166TH STREET
597,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025140073,,,1125 NELSON AVENUE
598,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025140072,,,1127 NELSON AVENUE
599,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025140070,,,1135 NELSON AVENUE
600,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025150006,1,,1182 NELSON AVENUE
601,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025150006,1,M,1184 NELSON AVENUE
602,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025130050,2,M,1144 NELSON AVENUE
603,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,2025140067,3,M,1139 NELSON AVENUE
604,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,3033150001,1,,331 CENTRAL AVENUE
605,HOPE GARDENS,BROOKLYN,330,247,7/18/2019,15,3033150001,1,M,120 MENAHAN STREET
606,HOWARD AVENUE,BROOKLYN,150,339,11/28/2023,16,,,M,
607,HOWARD AVENUE,BROOKLYN,150,339,11/28/2023,16,,,,
608,HOWARD AVENUE,BROOKLYN,150,339,11/28/2023,16,,,M,
609,HOWARD AVENUE,BROOKLYN,150,339,11/28/2023,16,,,,
610,HOWARD AVENUE,BROOKLYN,150,339,11/28/2023,16,,,,
611,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110013,,,43 TAPSCOTT STREET
612,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120051,1,M,32 GRAFTON STREET
613,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120051,1,M,36 GRAFTON STREET
614,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120051,1,M,40 GRAFTON STREET
615,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120051,1,M,44 GRAFTON STREET
616,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120051,1,M,48 GRAFTON STREET
617,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,583 HOWARD AVENUE
618,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,,575 HOWARD AVENUE
619,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,,571 HOWARD AVENUE
620,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,,579 HOWARD AVENUE
621,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,587 HOWARD AVENUE
622,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,591 HOWARD AVENUE
623,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,595 HOWARD AVENUE
624,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,599 HOWARD AVENUE
625,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,603 HOWARD AVENUE
626,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,607 HOWARD AVENUE
627,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120021,2,M,611 HOWARD AVENUE
628,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,3,M,574 HOWARD AVENUE
629,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,3,M,578 HOWARD AVENUE
630,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,3,M,582 HOWARD AVENUE
631,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110046,4,M,602 HOWARD AVENUE
632,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110046,4,M,606 HOWARD AVENUE
633,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110046,4,M,610 HOWARD AVENUE
634,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110046,4,M,614 HOWARD AVENUE
635,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,5,M,1 TAPSCOTT STREET
636,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,5,M,5 TAPSCOTT STREET
637,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,5,M,9 TAPSCOTT STREET
638,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,5,M,13 TAPSCOTT STREET
639,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035110022,5,M,17 TAPSCOTT STREET
640,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3035120051,6,,48REAR GRAFTON STREET
641,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700148,,,
642,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014710055,,,1481 EASTERN PARKWAY
643,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014710053,,,1483 EASTERN PARKWAY
644,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014710053,,,1485 EASTERN PARKWAY
645,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700051,,,1695 SAINT JOHNS PLACE
646,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700050,,,1697 SAINT JOHNS PLACE
647,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700049,,,1701 SAINT JOHNS PLACE
648,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700048,,,1703 SAINT JOHNS PLACE
649,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700024,,,1738 STERLING PLACE
650,HOWARD AVENUE-PARK PLACE,BROOKLYN,156,365,11/28/2023,16,3014700025,,,1740 STERLING PLACE
651,,,,,,17,,,,
652,,,,,,17,,,,
653,,,,,,17,,,,
654,,,,,,17,,,,
655,,,,,,17,,,,
656,,,,,,17,,,,
657,,,,,,17,,,,
658,,,,,,17,,,,
659,,,,,,17,,,,
660,,,,,,17,,,,
661,,,,,,17,,,,
662,,,,,,17,,,,
663,,,,,,17,,,,
664,,,,,,17,,,,
665,,,,,,17,,,,
666,,,,,,17,,,,
667,,,,,,17,,,,
668,,,,,,17,,,,
669,,,,,,17,,,,
670,,,,,,17,,,,
671,,,,,,17,,,,
672,,,,,,17,,,,
673,,,,,,17,,,,
674,,,,,,17,,,,
675,,,,,,17,,,,
676,,,,,,17,,,,
677,,,,,,17,,,,
678,,,,,,17,,,,
679,,,,,,17,,,,
680,,,,,,17,,,,
681,,,,,,17,,,,
682,,,,,,17,,,,
683,,,,,,17,,,,
684,,,,,,17,,,,
685,,,,,,17,,,,
686,,,,,,17,,,,
687,,,,,,17,,,,
688,,,,,,17,,,,
689,,,,,,17,,,,
690,,,,,,17,,,,
691,,,,,,17,,,,
692,,,,,,17,,,,
693,,,,,,17,,,,
694,,,,,,17,,,,
695,,,,,,17,,,,
696,,,,,,17,,,,
697,,,,,,17,,,,
698,,,,,,17,,,,
699,,,,,,17,,,,
700,,,,,,17,,,,
701,,,,,,17,,,,
702,,,,,,17,,,,
703,,,,,,17,,,,
704,,,,,,17,,,,
705,,,,,,17,,,,
706,,,,,,18,,,M,
707,,,,,,18,,,M,
708,,,,,,18,,,M,
709,,,,,,18,,,M,
710,,,,,,18,,,M,
711,,,,,,18,,,M,
712,,,,,,18,,,M,
713,,,,,,18,,,M,
714,,,,,,18,,,M,
715,,,,,,18,,,M,
716,,,,,,18,,,M,
717,,,,,,18,,,M,
718,,,,,,18,,,M,
719,,,,,,18,,,M,
720,,,,,,18,,,M,
721,,,,,,18,,,M,
722,,,,,,18,,,M,
723,,,,,,18,,,M,
724,,,,,,18,,,M,
725,,,,,,18,,,M,
726,,,,,,18,,,M,
727,,,,,,18,,,M,
728,,,,,,18,,,M,
729,,,,,,18,,,M,
730,,,,,,18,,,M,
731,,,,,,18,,,M,
732,,,,,,18,,,M,
733,,,,,,18,,,M,
734,,,,,,18,,,M,
735,,,,,,18,,,M,
736,,,,,,18,,,,
737,,,,,,18,,,,
738,,,,,,18,,,M,
739,,,,,,18,,,M,
740,,,,,,18,,,M,
741,,,,,,18,,,M,
742,,,,,,18,,,M,
743,,,,,,18,,,M,
744,,,,,,18,,,M,
745,,,,,,18,,,M,
746,,,,,,18,,,M,
747,,,,,,18,,,M,
748,,,,,,18,,,M,
749,,,,,,18,,,M,
750,,,,,,18,,,M,
751,,,,,,18,,,M,
752,,,,,,18,,,M,
753,,,,,,18,,,M,
754,,,,,,18,,,,
755,,,,,,18,,,,
756,,,,,,18,,,,
757,,,,,,18,,,,
758,,,,,,18,,,M,
759,,,,,,18,,,,
760,,,,,,18,,,M,
761,,,,,,19,,,M,
762,,,,,,19,,,M,
763,,,,,,19,,,M,
764,,,,,,19,,,M,
765,,,,,,19,,,M,
766,,,,,,19,,,M,
767,,,,,,19,,,M,
768,,,,,,19,,,M,
769,,,,,,19,,,M,
770,,,,,,19,,,M,
771,,,,,,19,,,M,
772,,,,,,19,,,M,
773,,,,,,19,,,M,
774,,,,,,19,,,M,
775,,,,,,19,,,M,
776,,,,,,19,,,M,
777,,,,,,19,,,M,
778,,,,,,19,,,M,
779,,,,,,19,,,M,
780,,,,,,19,,,M,
781,,,,,,19,,,M,
782,,,,,,19,,,M,
783,,,,,,19,,,M,
784,,,,,,19,,,M,
785,,,,,,19,,,M,
786,,,,,,19,,,M,
787,,,,,,19,,,M,
788,,,,,,19,,,M,
789,,,,,,19,,,M,
790,,,,,,19,,,M,
791,,,,,,19,,,M,
792,,,,,,19,,,M,
793,,,,,,19,,,M,
794,,,,,,19,,,M,
795,,,,,,19,,,M,
796,,,,,,19,,,M,
797,,,,,,19,,,M,
798,,,,,,19,,,M,
799,,,,,,19,,,M,
800,,,,,,19,,,M,
801,,,,,,19,,,M,
802,,,,,,19,,,M,
803,,,,,,19,,,M,
804,,,,,,19,,,M,
805,,,,,,19,,,M,
806,,,,,,19,,,M,
807,,,,,,19,,,M,
808,,,,,,19,,,M,
809,,,,,,19,,,,
810,,,,,,19,,,M,
811,,,,,,19,,,,
812,,,,,,19,,,,
813,,,,,,19,,,,
814,,,,,,19,,,M,
815,,,,,,19,,,M,
816,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
817,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
818,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
819,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
820,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
821,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
822,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
823,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
824,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
825,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
826,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
827,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
828,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
829,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
830,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
831,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
832,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
833,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
834,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
835,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
836,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,M,
837,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,,
838,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,,
839,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,,
840,INDEPENDENCE,BROOKLYN,744,140,2/12/2020,20,,,,
841,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,1,M,85 TAYLOR STREET
842,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,1,,83 TAYLOR STREET
843,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,2,,128 CLYMER STREET
844,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,2,M,130 CLYMER STREET
845,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,3,,140 CLYMER STREET
846,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,3,,123 TAYLOR STREET
847,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,3,M,125 TAYLOR STREET
848,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021720001,3,,119 TAYLOR STREET
849,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,4,,119 WILSON STREET
850,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,4,,114 TAYLOR STREET
851,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,4,M,121 WILSON STREET
852,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,5,,97 WILSON STREET
853,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,5,,110 TAYLOR STREET
854,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,5,,95 WILSON STREET
855,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,5,M,99 WILSON STREET
856,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,6,M,75 WILSON STREET
857,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3021760001,6,,73 WILSON STREET
858,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3046710007,1,M,1142 LENOX ROAD
859,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3046720001,2,M,1144 LENOX ROAD
860,LENOX ROAD-ROCKAWAY PARKWAY,BROOKLYN,74,348,11/28/2023,20,3046520045,3,M,1145 LENOX ROAD
861,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,1,M,570 STANLEY AVENUE
862,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,10,M,190 WORTMAN AVENUE
863,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,11,M,240 WORTMAN AVENUE
864,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,12,M,250 WORTMAN AVENUE
865,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,13,M,245 COZINE AVENUE
866,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,14,,217 COZINE AVENUE
867,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,14,M,215 COZINE AVENUE
868,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,14,,213 COZINE AVENUE
869,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,15,M,195 COZINE AVENUE
870,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,16,M,270 WORTMAN AVENUE
871,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,17,M,300 WORTMAN AVENUE
872,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,18,M,295 COZINE AVENUE
873,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,19,M,285 COZINE AVENUE
874,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,2,M,580 STANLEY AVENUE
875,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043750050,20,,696 STANLEY AVENUE
876,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043750050,21,,670 STANLEY AVENUE
877,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,3,M,630 STANLEY AVENUE
878,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,4,M,640 STANLEY AVENUE
879,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,243 WORTMAN AVENUE
880,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,M,245 WORTMAN AVENUE
881,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,914 VAN SICLEN AVENUE
882,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,912 VAN SICLEN AVENUE
883,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,247 WORTMAN AVENUE
884,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,6,M,225 WORTMAN AVENUE
885,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,7,M,215 WORTMAN AVENUE
886,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,8,M,185 WORTMAN AVENUE
887,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,8,,183 WORTMAN AVENUE
888,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,8,,187 WORTMAN AVENUE
889,LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,9,M,180 WORTMAN AVENUE
890,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,1,,555 WEST 126TH STREET
891,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,1,M,545 WEST 126TH STREET
892,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,1,,549 WEST 126TH STREET
893,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,2,,3240 BROADWAY
894,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,2,M,3250 BROADWAY
895,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,3,M,1420 AMSTERDAM AVENUE
896,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840033,3,,1414 AMSTERDAM AVENUE
897,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,4,M,1430 AMSTERDAM AVENUE
898,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,5,M,1470 AMSTERDAM AVENUE
899,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,6,,530 WEST 133RD STREET
900,MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,6,M,95 OLD BROADWAY
901,MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,46,296,11/30/2020,21,1019880020,1,M,515 WEST 134TH STREET
902,MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,46,296,11/30/2020,21,1019880022,2,M,511 WEST 134TH STREET
903,MANHATTANVILLE REHAB (GROUP 3),MANHATTAN,51,297,11/30/2020,22,1019870017,1,M,529 WEST 133RD STREET
904,MANHATTANVILLE REHAB (GROUP 3),MANHATTAN,51,297,11/30/2020,22,1019870017,2,M,514 WEST 134TH STREET
905,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,534 GREENE AVENUE
906,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,528 GREENE AVENUE
907,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,524 GREENE AVENUE
908,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,518 GREENE AVENUE
909,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,M,323 LEXINGTON AVENUE
910,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,,327 LEXINGTON AVENUE
911,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,,325 LEXINGTON AVENUE
912,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,M,329 LEXINGTON AVENUE
913,MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,M,331 LEXINGTON AVENUE
914,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980005,,,303 NOSTRAND AVENUE
915,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,,,305 LEXINGTON AVENUE
916,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980004,,,305 NOSTRAND AVENUE
917,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980003,,,307 NOSTRAND AVENUE
918,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980002,,,309 NOSTRAND AVENUE
919,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980007,,,492 GREENE AVENUE
920,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980008,,,494 GREENE AVENUE
921,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980009,,,496 GREENE AVENUE
922,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,311 LEXINGTON AVENUE
