,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open,one_yr_post_transfer
3491,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,14889975,808248,307339.0,3,155,145,169,ELDERT STREET,C,2022-02-20,2022-02-21,03/07/2022,02/28/2022,,,,671.0,7696683.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM SIGN MISSING AT PUBLIC HALL, 1st STORY",2022-02-22,19.0,VIOLATION CLOSED,2024-04-26,Original,Close,N,2022,2022.0,2025-10-06,794.0,2020-07-17
3492,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,14889977,808248,307339.0,3,155,145,169,ELDERT STREET,A,2022-02-20,2022-02-21,06/11/2022,05/28/2022,,,,500.0,7696682.0,§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD.,2022-02-22,19.0,VIOLATION CLOSED,2024-04-26,Original,Close,N,2022,2022.0,2025-10-06,794.0,2020-07-17
3493,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,14889978,808248,307339.0,3,155,145,169,ELDERT STREET,A,2022-02-20,2022-02-21,06/11/2022,05/28/2022,,,,1506.0,7696682.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",2022-02-22,19.0,VIOLATION CLOSED,2024-04-26,Original,Close,N,2022,2022.0,2025-10-06,794.0,2020-07-17
3494,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,15500814,808248,307339.0,3,155,145,169,ELDERT STREET,I,2022-11-07,2022-11-07,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
3495,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,15881683,808248,307339.0,3,155,145,169,ELDERT STREET,A,2023-03-29,2023-03-29,07/16/2023,07/02/2023,,,,1507.0,8416970.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-29,9.0,VIOLATION DISMISSED,2023-04-03,Original,Close,N,2023,2023.0,2025-10-06,5.0,2020-07-17
3496,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,14889976,808248,307339.0,3,155,145,169,ELDERT STREET,A,2022-02-20,2022-02-21,06/11/2022,05/28/2022,,,,484.0,7696682.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR FRAME MISSING",2022-02-22,19.0,VIOLATION CLOSED,2024-04-26,Original,Close,N,2022,2022.0,2025-10-06,794.0,2020-07-17
3497,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,14889982,808248,307339.0,3,155,145,169,ELDERT STREET,A,2022-02-20,2022-02-21,06/11/2022,05/28/2022,,,,722.0,7696682.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER.",2022-02-22,19.0,VIOLATION CLOSED,2024-04-26,Original,Close,N,2022,2022.0,2025-10-06,794.0,2020-07-17
3498,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,155 ELDERT STREET,155.0,ELDERT STREET,155 ELDERT STREET,15007551,808248,307339.0,3,155,145,169,ELDERT STREET,A,2022-03-08,2022-03-08,06/25/2022,06/11/2022,,,,1507.0,7794162.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-03-08,9.0,VIOLATION DISMISSED,2022-06-27,Original,Close,N,2022,2022.0,2025-10-06,111.0,2020-07-17
3502,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1229 GREENE AVENUE,1229.0,GREENE AVENUE,1229 GREENE AVENUE,18017681,808455,375248.0,3,1229,1229,1229,GREENE AVENUE,A,2025-06-12,2025-06-12,09/29/2025,09/15/2025,,,,1507.0,9855662.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2025-06-12,2.0,NOV SENT OUT,2025-06-12,Original,Open,N,2025,2025.0,2025-10-06,116.0,2020-07-17
3504,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1229 GREENE AVENUE,1229.0,GREENE AVENUE,1229 GREENE AVENUE,15523144,808455,375248.0,3,1229,1229,1229,GREENE AVENUE,I,2022-11-10,2022-11-10,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
3505,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1229 GREENE AVENUE,1229.0,GREENE AVENUE,1229 GREENE AVENUE,15882054,808455,375248.0,3,1229,1229,1229,GREENE AVENUE,A,2023-03-29,2023-03-29,07/16/2023,07/02/2023,,,,1507.0,8417015.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-29,9.0,VIOLATION DISMISSED,2023-04-03,Original,Close,N,2023,2023.0,2025-10-06,5.0,2020-07-17
3507,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1229 GREENE AVENUE,1229.0,GREENE AVENUE,1229 GREENE AVENUE,15008494,808455,375248.0,3,1229,1229,1229,GREENE AVENUE,A,2022-03-08,2022-03-08,06/25/2022,06/11/2022,,,,1507.0,7794211.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-03-08,9.0,VIOLATION DISMISSED,2022-04-18,Original,Close,N,2022,2022.0,2025-10-06,41.0,2020-07-17
3508,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,269 CENTRAL AVENUE,269.0,CENTRAL AVENUE,269 CENTRAL AVENUE,14908445,218630,388807.0,3,269,261,269,CENTRAL AVENUE,A,2022-02-23,2022-02-23,06/12/2022,05/29/2022,,,,1507.0,7706445.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-23,9.0,VIOLATION DISMISSED,2022-04-18,Original,Close,N,2022,2022.0,2025-10-06,54.0,2020-07-17
3509,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,269 CENTRAL AVENUE,269.0,CENTRAL AVENUE,269 CENTRAL AVENUE,15826168,218630,388807.0,3,269,261,269,CENTRAL AVENUE,A,2023-03-21,2023-03-21,07/08/2023,06/24/2023,,,,1507.0,8365705.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-21,9.0,VIOLATION DISMISSED,2023-04-03,Original,Close,N,2023,2023.0,2025-10-06,13.0,2020-07-17
3510,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,269 CENTRAL AVENUE,269.0,CENTRAL AVENUE,269 CENTRAL AVENUE,14171008,218630,388807.0,3,269,261,269,CENTRAL AVENUE,A,2021-04-07,2021-04-07,07/25/2021,07/11/2021,,,,1507.0,7198583.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-07,9.0,VIOLATION DISMISSED,2021-04-12,Original,Close,N,2021,2021.0,2025-10-06,5.0,2020-07-17
3511,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,269 CENTRAL AVENUE,269.0,CENTRAL AVENUE,269 CENTRAL AVENUE,15521697,218630,388807.0,3,269,261,269,CENTRAL AVENUE,I,2022-11-10,2022-11-10,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
3512,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,16785027,809897,375243.0,3,270,262,270,WILSON AVENUE,C,2024-03-30,2024-04-01,04/15/2024,04/08/2024,,,04/15/2024,501.0,9030968.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE SPRING BALANCE AT THE LOWER SASH WINDOW IN THE KITCHEN LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-04-02,9.0,VIOLATION DISMISSED,2024-06-26,Original,Close,N,2024,2024.0,2025-10-06,85.0,2020-07-17
3515,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,15882274,809897,375243.0,3,270,262,270,WILSON AVENUE,A,2023-03-29,2023-03-29,07/16/2023,07/02/2023,,,,1507.0,8417363.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-29,9.0,VIOLATION DISMISSED,2023-04-03,Original,Close,N,2023,2023.0,2025-10-06,5.0,2020-07-17
3516,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,16785026,809897,375243.0,3,270,262,270,WILSON AVENUE,B,2024-03-30,2024-04-01,05/21/2024,05/07/2024,,,05/15/2024,521.0,9030967.0,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE AT WINDOW AT SOUTH IN THE 4th ROOM FROM NORTH AT EAST LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-04-02,9.0,VIOLATION DISMISSED,2024-07-26,Original,Close,N,2024,2024.0,2025-10-06,115.0,2020-07-17
3518,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,15009279,809897,375243.0,3,270,262,270,WILSON AVENUE,A,2022-03-08,2022-03-08,06/25/2022,06/11/2022,,,,1507.0,7794642.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-03-08,9.0,VIOLATION DISMISSED,2022-04-18,Original,Close,N,2022,2022.0,2025-10-06,41.0,2020-07-17
3520,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,15535425,809897,375243.0,3,270,262,270,WILSON AVENUE,I,2022-11-14,2022-11-14,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
3522,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,14255409,809897,375243.0,3,270,262,270,WILSON AVENUE,A,2021-04-16,2021-04-16,08/03/2021,07/20/2021,,,,1507.0,7280642.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-16,9.0,VIOLATION DISMISSED,2021-07-08,Original,Close,N,2021,2021.0,2025-10-06,83.0,2020-07-17
3523,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,270 WILSON AVENUE,270.0,WILSON AVENUE,270 WILSON AVENUE,14255410,809897,375243.0,3,270,262,270,WILSON AVENUE,I,2021-04-16,2021-04-16,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2021-04-23,,Close,N,2021,,2025-10-06,,2020-07-17
3525,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1280 GREENE AVENUE,1280.0,GREENE AVENUE,1280 GREENE AVENUE,16896161,808458,357190.0,3,1280,1270,1280,GREENE AVENUE,A,2024-04-16,2024-04-16,08/03/2024,07/20/2024,,,,1507.0,9103948.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2024-04-16,9.0,VIOLATION DISMISSED,2024-04-22,Original,Close,N,2024,2024.0,2025-10-06,6.0,2020-07-17
3526,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1280 GREENE AVENUE,1280.0,GREENE AVENUE,1280 GREENE AVENUE,15008496,808458,357190.0,3,1280,1270,1280,GREENE AVENUE,A,2022-03-08,2022-03-08,06/25/2022,06/11/2022,,,,1507.0,7794213.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-03-08,9.0,VIOLATION DISMISSED,2024-04-22,Original,Close,N,2022,2022.0,2025-10-06,776.0,2020-07-17
3528,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1280 GREENE AVENUE,1280.0,GREENE AVENUE,1280 GREENE AVENUE,15882056,808458,357190.0,3,1280,1270,1280,GREENE AVENUE,A,2023-03-29,2023-03-29,07/16/2023,07/02/2023,,,,1507.0,8417017.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-29,9.0,VIOLATION DISMISSED,2024-04-22,Original,Close,N,2023,2023.0,2025-10-06,390.0,2020-07-17
3532,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1240 GREENE AVENUE,1240.0,GREENE AVENUE,1240 GREENE AVENUE,15899420,992095,388801.0,3,1240,1240,1240,GREENE AVENUE,A,2023-03-31,2023-03-31,07/18/2023,07/04/2023,,,,1507.0,8433865.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-31,9.0,VIOLATION DISMISSED,2023-12-18,Original,Close,N,2023,2023.0,2025-10-06,262.0,2020-07-17
3533,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,1240 GREENE AVENUE,1240.0,GREENE AVENUE,1240 GREENE AVENUE,15030891,992095,388801.0,3,1240,1240,1240,GREENE AVENUE,A,2022-03-10,2022-03-10,06/27/2022,06/13/2022,,,,1507.0,7818395.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-03-10,9.0,VIOLATION DISMISSED,2022-04-18,Original,Close,N,2022,2022.0,2025-10-06,39.0,2020-07-17
3537,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,289 CENTRAL AVENUE,289.0,CENTRAL AVENUE,289 CENTRAL AVENUE,14171011,218634,375241.0,3,289,277,291,CENTRAL AVENUE,A,2021-04-07,2021-04-07,07/25/2021,07/11/2021,,,,1507.0,7198586.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-07,9.0,VIOLATION DISMISSED,2021-04-12,Original,Close,N,2021,2021.0,2025-10-06,5.0,2020-07-17
3543,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,289 CENTRAL AVENUE,289.0,CENTRAL AVENUE,289 CENTRAL AVENUE,14908450,218634,375241.0,3,289,277,291,CENTRAL AVENUE,A,2022-02-23,2022-02-23,06/12/2022,05/29/2022,,,,1507.0,7706448.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-23,9.0,VIOLATION DISMISSED,2022-04-18,Original,Close,N,2022,2022.0,2025-10-06,54.0,2020-07-17
3555,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,289 CENTRAL AVENUE,289.0,CENTRAL AVENUE,289 CENTRAL AVENUE,15826171,218634,375241.0,3,289,277,291,CENTRAL AVENUE,A,2023-03-21,2023-03-21,07/08/2023,06/24/2023,,,,1507.0,8365708.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-21,9.0,VIOLATION DISMISSED,2023-12-18,Original,Close,N,2023,2023.0,2025-10-06,272.0,2020-07-17
3559,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17889776,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2025-05-08,2025-05-09,06/30/2025,06/16/2025,,,,508.0,9752715.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-05-12,19.0,VIOLATION CLOSED,2025-09-25,Original,Close,N,2025,2025.0,2025-10-06,136.0,2020-07-17
3561,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16145794,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2023-08-01,2023-08-05,11/24/2023,11/10/2023,,,,556.0,8588948.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-07,19.0,VIOLATION CLOSED,2024-06-12,Original,Close,N,2023,2023.0,2025-10-06,310.0,2020-07-17
3562,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115472,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,1506.0,7879431.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3563,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17332309,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2024-08-05,2024-10-06,11/07/2024,11/02/2024,,,,550.0,9369642.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 FEET AT CEILING IN THE 4th ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 17167348 ISSUED 05-AUG-24 HAS BEEN UPGRADED TO CLASS C PER ADMINISTRATIVE CODE §27-2017.3a(5)(a) or (b).",2024-10-07,19.0,VIOLATION CLOSED,2025-08-01,Original,Close,N,2024,2024.0,2025-10-06,298.0,2020-07-17
3564,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115462,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,508.0,7879431.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE 1st BATHROOM FROM EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3565,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115471,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2022-04-14,2022-04-15,06/06/2022,05/23/2022,,,,538.0,7879432.0,"§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF HOUSEHOLD ITEMS AT PUBLIC HALL, 2nd STORY",2022-04-18,19.0,VIOLATION CLOSED,2024-07-25,Original,Close,Y,2022,2022.0,2025-10-06,829.0,2020-07-17
3567,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17167349,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2024-08-05,2024-08-06,09/25/2024,09/11/2024,,,,501.0,9278591.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELECTRICAL OUTLETS AT EAST AND NORTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-07,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-10-06,55.0,2020-07-17
