,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open,one_yr_post_transfer
5097,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17576467,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-31,2024-12-20,01/01/2025,12/27/2024,,,,619.0,9549137.0,§ 27-2056.4 ADM CODE- CORRECT FAILURE TO NOTIFY OCCUPANTS AND/OR TO INVESTIGATE LEAD-BASED PAINT HAZARDS.,2024-12-23,2.0,NOV SENT OUT,2024-12-23,Original,Open,N,2024,2024.0,2025-10-06,287.0,2024-06-26
5099,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17339150,807141,290046.0,2,1183,1183,1187,226 DRIVE,B,2024-10-07,2024-10-08,11/27/2024,11/13/2024,,,10/29/2024,508.0,9374127.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL, NORTH WALL, WEST WALL IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5100,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17340016,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-09,11/08/2024,11/03/2024,,,,625.0,9376095.0,"§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE - CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE PRESUMED LEAD PAINT THAT IS XRF TESTED INCONCLUSIVE AT 0.5 MG/CM2 (28 RCNY §11-07(B)) FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES AND MAKE FLOORS SMOOTH AND CLEANABLE, IN AN APARTMENT WITH A CHILD UNDER SIX LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-10,2.0,NOV SENT OUT,2024-10-10,Original,Open,N,2024,2024.0,2025-10-06,361.0,2024-06-26
5101,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328784,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-08,11/09/2024,11/04/2024,,,10/29/2024,568.0,9374130.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5105,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328769,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-08,11/09/2024,11/04/2024,,,,550.0,9374129.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ. FT. AT ALL WALLS AND THE CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,47.0,NOTICE OF ISSUANCE SENT TO TENANT,2024-10-09,Original,Open,N,2024,2024.0,2025-10-06,362.0,2024-06-26
5106,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328770,807141,290046.0,2,1183,1183,1187,226 DRIVE,B,2024-10-07,2024-10-08,11/27/2024,11/13/2024,,,10/29/2024,507.0,9374127.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER THE CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,Y,2024,2024.0,2025-10-06,92.0,2024-06-26
5107,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328774,807141,290046.0,2,1183,1183,1187,226 DRIVE,A,2024-10-07,2024-10-08,01/26/2025,01/12/2025,,,10/29/2024,556.0,9374126.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE SOUTH WALL IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5108,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328775,807141,290046.0,2,1183,1183,1187,226 DRIVE,B,2024-10-07,2024-10-08,11/27/2024,11/13/2024,,,10/29/2024,508.0,9374127.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5109,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328776,807141,290046.0,2,1183,1183,1187,226 DRIVE,A,2024-10-07,2024-10-08,01/26/2025,01/12/2025,,,10/29/2024,556.0,9374126.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5110,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328777,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-08,11/09/2024,11/04/2024,,,,550.0,9374129.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ. FT. AT THE CEILING IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,47.0,NOTICE OF ISSUANCE SENT TO TENANT,2024-10-09,Original,Open,N,2024,2024.0,2025-10-06,362.0,2024-06-26
5111,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328778,807141,290046.0,2,1183,1183,1187,226 DRIVE,B,2024-10-07,2024-10-08,11/27/2024,11/13/2024,,,10/29/2024,507.0,9374127.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER THE CEILING IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,Y,2024,2024.0,2025-10-06,92.0,2024-06-26
5112,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328779,807141,290046.0,2,1183,1183,1187,226 DRIVE,B,2024-10-07,2024-10-08,11/27/2024,11/13/2024,,,10/29/2024,508.0,9374127.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL, WEST WALL, EAST WALL AND THE CEILING IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5113,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328783,807141,290046.0,2,1183,1183,1187,226 DRIVE,A,2024-10-07,2024-10-08,01/26/2025,01/12/2025,,,10/29/2024,554.0,9374126.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RADIATOR FROM NORTH AT EAST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5114,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17328785,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-08,11/09/2024,11/04/2024,,,10/29/2024,569.0,9374130.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5115,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17339161,807141,290046.0,2,1183,1183,1187,226 DRIVE,A,2024-10-07,2024-10-08,01/26/2025,01/12/2025,,,10/29/2024,556.0,9374126.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING, SOUTH WALL, WEST WALL, EAST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5116,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17339167,807141,290046.0,2,1183,1183,1187,226 DRIVE,A,2024-10-07,2024-10-08,01/26/2025,01/12/2025,,,10/29/2024,554.0,9374126.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RADIATOR FROM NORTH AT EAST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
5117,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17339194,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-08,11/07/2024,11/02/2024,,,,617.0,9374128.0,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st RISER FROM WEST AT NORTH WALL, EAST WALL IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,2.0,NOV SENT OUT,2024-10-09,Original,Open,N,2024,2024.0,2025-10-06,362.0,2024-06-26
5118,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17339195,807141,290046.0,2,1183,1183,1187,226 DRIVE,C,2024-10-07,2024-10-08,11/07/2024,11/02/2024,,,,624.0,9374128.0,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD-PAINT THAT IS XRF TESTED INCONCLUSIVE FOR LEAD CONTENT AT 0.5MG/CM2 AND IS PRESUMED LEAD PAINT AS SET FORTH IN (28 RCNY §11-07(b)) AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE-USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(b)(2) CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,2.0,NOV SENT OUT,2024-10-09,Original,Open,N,2024,2024.0,2025-10-06,362.0,2024-06-26
5119,EDENWALD,BRONX,2039,2023-06-27,1183 226 DRIVE,1183.0,226 DRIVE,1183 226 DRIVE,17339196,807141,290046.0,2,1183,1183,1187,226 DRIVE,A,2024-10-07,2024-10-08,01/26/2025,01/12/2025,,,10/29/2024,556.0,9374126.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE 1st ROOM FROM NORTH AT WEST, THE 2nd ROOM FROM NORTH AT EAST, THE 1st ROOM FROM NORTH AT EAST, THE FOYER , THE PRIVATE HALLWAY LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,9.0,VIOLATION DISMISSED,2025-01-09,Original,Close,N,2024,2024.0,2025-10-06,92.0,2024-06-26
