development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,8266140,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2010-02-01,2010-02-04,03/26/2010,03/12/2010,,,,508.0,3862632.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 5C, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",2010-02-05,19.0,VIOLATION CLOSED,09/01/2022,Original,Close,N,2010,2010.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,17582994,41779,145217.0,1,125,125,127,WEST 144 STREET,C,2024-12-28,2024-12-29,01/12/2025,01/05/2025,,,,510.0,9555689.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOT WATER TEMPERATURE EXCEEDING 130 FAHRENHEITS AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-30,19.0,VIOLATION CLOSED,03/31/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188355,41779,145217.0,1,125,125,127,WEST 144 STREET,C,2025-08-26,2025-08-26,09/15/2025,09/10/2025,,,09/11/2025,530.0,9968102.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2025-08-27,8.0,FALSE CERTIFICATION,09/19/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188346,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,502.0,9968099.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES IN THE KITCHEN LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188348,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,508.0,9968099.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING NORTH WALL AND WEST WALL IN THE 2nd BATHROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188353,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,508.0,9968099.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,17582999,41779,145217.0,1,125,125,127,WEST 144 STREET,C,2024-12-28,2024-12-29,01/18/2025,01/13/2025,,,03/14/2025,530.0,9555691.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT VESTIBULE DOOR AT PUBLIC HALL, 1st STORY",2024-12-30,19.0,VIOLATION CLOSED,06/13/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,17582998,41779,145217.0,1,125,125,127,WEST 144 STREET,C,2024-12-28,2024-12-29,01/18/2025,01/13/2025,,,03/14/2025,530.0,9555691.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH SET AT BUILDING FRONT ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2024-12-30,19.0,VIOLATION CLOSED,06/13/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,17582995,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2024-12-28,2024-12-29,02/17/2025,02/03/2025,,,03/14/2025,702.0,9555688.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-30,4.0,NOV CERTIFIED LATE,03/14/2025,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,17582996,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2024-12-28,2024-12-29,02/17/2025,02/03/2025,,,03/14/2025,1503.0,9555688.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-30,4.0,NOV CERTIFIED LATE,03/14/2025,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188345,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,508.0,9968099.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEING AND NORTH WALL IN THE KITCHEN LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188347,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,583.0,9968099.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING NORTH WALL AND EAST WALL IN THE 2nd BATHROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188349,41779,145217.0,1,125,125,127,WEST 144 STREET,A,2025-08-26,2025-08-26,12/14/2025,11/30/2025,,,,556.0,9968097.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT ALL WALLS IN THE 1st ROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188350,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,502.0,9968099.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD PARQUET FFOOR TILES IN THE 1st ROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188351,41779,145217.0,1,125,125,127,WEST 144 STREET,A,2025-08-26,2025-08-26,12/14/2025,11/30/2025,,,,550.0,9968098.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ FT AT CEILING IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,47.0,NOTICE OF ISSUANCE SENT TO TENANT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188352,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,508.0,9968099.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188356,41779,145217.0,1,125,125,127,WEST 144 STREET,B,2025-08-26,2025-08-26,10/15/2025,10/01/2025,,,,501.0,9968100.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LATCH AND ASSEMBLY AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2025-08-27,2.0,NOV SENT OUT,08/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188343,41779,145217.0,1,125,125,127,WEST 144 STREET,C,2025-08-26,2025-08-26,09/27/2025,09/22/2025,,,09/26/2025,568.0,9968101.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,10.0,CIV14 MAILED,09/30/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,125 WEST 144 STREET,125.0,WEST 144 STREET,125 WEST 144 STREET,18188344,41779,145217.0,1,125,125,127,WEST 144 STREET,C,2025-08-26,2025-08-26,09/27/2025,09/22/2025,,,09/26/2025,569.0,9968101.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-27,10.0,CIV14 MAILED,09/30/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123238,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE CENTER EAST AIRSHAFT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123232,41277,144913.0,1,116,116,116,WEST 139 STREET,A,1972-08-23,1969-06-16,12/08/2007,11/24/2007,,,,552.0,3054807.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE EAST AND WEST SHAFTS AND EAST COURT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1972,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123233,41277,144913.0,1,116,116,116,WEST 139 STREET,C,1972-03-20,1969-11-25,09/01/2007,08/27/2007,,,,567.0,3054809.0,"D26-13.03 ADM CODE ABATE THE NUISANCE CONSISTING OF RODENTS RAT EXCRETA PRESENT AT WALL OF KITCHEN 5TH STORY EAST APT 5E. , SECTION '' ''",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,Y,1972,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123234,41277,144913.0,1,116,116,116,WEST 139 STREET,A,1972-08-23,1970-04-30,12/08/2007,11/24/2007,,,,552.0,3054807.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE ROOF YARD AND EAST AND WEST COURT AREAWAYS.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1972,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123235,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-16,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE ROOF & REAR YARD.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123236,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE FRONT EAST AIRSHAFT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123237,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE FRONT WEST AIRSHAFT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123239,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE CENTER WEST AIRSHAFT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123240,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE REAR YARD.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123241,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE REAR EAST COURT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123242,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE REAR WEST COURT.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123243,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1974-01-25,1973-08-28,10/09/2007,09/25/2007,,,,539.0,3054808.0,"D26-10.01, 10.05 ADM CODE AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES 2 3 4 STORY BALCONIES REAR FIRE ESCAPE.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1974,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123244,41277,144913.0,1,116,116,116,WEST 139 STREET,A,1973-11-28,1973-11-28,12/08/2007,11/24/2007,,,,552.0,3054807.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE CELLAR THROUGHOUT & FRONT AREAWAY.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1973,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123245,41277,144913.0,1,116,116,116,WEST 139 STREET,A,1973-12-13,1973-12-13,12/08/2007,11/24/2007,,,,552.0,3054807.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE FRONT AREAWAY.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1973,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123246,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1978-08-31,1978-08-31,10/09/2007,09/25/2007,,,,552.0,3054808.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE FRONT AREAWAY.",2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1978,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3123247,41277,144913.0,1,116,116,116,WEST 139 STREET,B,1998-11-29,1998-11-29,10/09/2007,09/25/2007,,,,686.0,3054808.0,§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS MINIMUM REQUIRED FIXTURE PRESENT LIGHT NOT ON.,2007-08-21,2.0,NOV SENT OUT,08/21/2007,Reissued,Open,N,1998,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,3814449,41277,144913.0,1,116,116,116,WEST 139 STREET,A,2001-05-02,2001-05-02,12/08/2007,11/24/2007,,,,772.0,3054807.0,§ 27-2098 ADM CODE FILE WITH THIS DEPARTMENT A REGISTRATION STATEMENT FOR BUILDING.,2007-08-21,9.0,VIOLATION DISMISSED,03/10/2015,Reissued,Close,Y,2001,2007.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,116 WEST 139 STREET,116.0,WEST 139 STREET,116 WEST 139 STREET,17949742,41277,144913.0,1,116,116,116,WEST 139 STREET,A,2025-06-04,2025-06-04,09/21/2025,09/07/2025,,,,1507.0,9790376.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2025-06-04,2.0,NOV SENT OUT,06/04/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17512684,41275,145240.0,1,112,112,112,WEST 139 STREET,C,2024-12-05,2024-12-06,12/22/2024,12/15/2024,,,,672.0,9525572.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR AT CELLAR AT BOILER ROOM,2024-12-09,2.0,NOV SENT OUT,12/09/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17512682,41275,145240.0,1,112,112,112,WEST 139 STREET,C,2024-12-05,2024-12-06,12/22/2024,12/15/2024,,,,510.0,9525575.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER EXCEEDING 130 DEGREES AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-09,2.0,NOV SENT OUT,12/09/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17512685,41275,145240.0,1,112,112,112,WEST 139 STREET,C,2024-12-05,2024-12-06,12/22/2024,12/15/2024,,,,510.0,9525572.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER EXCEEDING 130 DEGREES AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-09,19.0,VIOLATION CLOSED,03/22/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17512687,41275,145240.0,1,112,112,112,WEST 139 STREET,C,2024-12-05,2024-12-06,12/22/2024,12/15/2024,,,,510.0,9525573.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF SCALDING HOT WATER EXCEEDING 130 DEGREES AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-09,19.0,VIOLATION CLOSED,03/22/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17512688,41275,145240.0,1,112,112,112,WEST 139 STREET,C,2024-12-05,2024-12-06,12/22/2024,12/15/2024,,,,501.0,9525574.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOCK ASSEMBLY AT BUILDING ENTRANCE DOOR , 1st STORY",2024-12-09,2.0,NOV SENT OUT,12/09/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17548614,41275,145240.0,1,112,112,112,WEST 139 STREET,A,2024-12-09,2024-12-10,03/30/2025,03/16/2025,,,03/14/2025,556.0,9530497.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE FOYER , THE 2nd ROOM FROM NORTH AT EAST, THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-11,9.0,VIOLATION DISMISSED,05/27/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,18218054,41275,145240.0,1,112,112,112,WEST 139 STREET,B,2025-09-10,2025-09-10,10/30/2025,10/16/2025,,,,552.0,9987175.0,"§ 27-2010, 2011, 2012 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE BLACK GARBAGE BAGS/DEBRIS AT BUILDING FRONT YARD",2025-09-11,2.0,NOV SENT OUT,09/11/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,112 WEST 139 STREET,112.0,WEST 139 STREET,112 WEST 139 STREET,17512683,41275,145240.0,1,112,112,112,WEST 139 STREET,C,2024-12-05,2024-12-06,12/18/2024,12/06/2024,,,,666.0,9524911.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 5A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-12-09,2.0,NOV SENT OUT,12/09/2024,Original,Open,Y,2024,2024.0
