,level_0,Unnamed: 0,bbl,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,days_converted,vio_days_after_conversion,yr_post_conversion,days_vio_open,vio_open_range
2752,2820,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17008256,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-05-30,2024-05-31,07/22/2024,07/08/2024,,,08/27/2024,508.0,9186795.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE KITCHEN LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-06-03,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,884 days,2,120 days,three to six months
2753,2821,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056811,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-18,08/08/2024,07/25/2024,,,08/27/2024,508.0,9212639.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE ENTRANCE LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2754,2822,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056814,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2024-06-18,2024-06-18,07/21/2024,07/16/2024,,,08/27/2024,568.0,9212641.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,21.0,NOT COMPLIED WITH,2025-07-07,Original,Open,N,2024,2024.0,2025-11-23,1426 days,903 days,2,521 days,more than a year
2755,2823,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056815,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2024-06-18,2024-06-18,07/21/2024,07/16/2024,,,08/27/2024,569.0,9212641.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-11-15,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,148 days,three to six months
2756,2824,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056816,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2024-06-18,2024-06-19,07/03/2024,06/26/2024,,,08/27/2024,508.0,9212640.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2757,2825,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056817,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-19,08/08/2024,07/25/2024,,,08/27/2024,583.0,9212639.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2758,2826,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056819,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-18,08/08/2024,07/25/2024,,,08/27/2024,502.0,9212639.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD BASE CABINET IN THE KITCHEN LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2759,2827,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056820,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-18,08/08/2024,07/25/2024,,,08/27/2024,508.0,9212639.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH AND SOUTH WALLS IN THE PRIVATE HALLWAY LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2760,2828,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056821,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-18,08/08/2024,07/25/2024,,,08/27/2024,583.0,9212639.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE PRIVATE HALLWAY LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2761,2829,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056822,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-18,08/08/2024,07/25/2024,,,08/27/2024,508.0,9212639.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH WALL IN CLOSET IN THE PRIVATE HALLWAY LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2762,2830,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056823,809352,389862.0,3,817,817,829,SCHENCK AVENUE,A,2024-06-18,2024-06-18,10/07/2024,09/23/2024,,,08/27/2024,506.0,9212638.0,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING HEAT RISER ESCUTCHEON PLATE IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2763,2831,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056825,809352,389862.0,3,817,817,829,SCHENCK AVENUE,A,2024-06-18,2024-06-18,10/07/2024,09/23/2024,,,08/27/2024,506.0,9212638.0,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING ESCUTCHEON PLATE FOR SHOWER BODY AT BATHTUB IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2764,2832,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17056826,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-06-18,2024-06-18,08/08/2024,07/25/2024,,,,522.0,9212639.0,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM AT LEAST 1 WINDOW OR PROVIDE APPROVED TYPE GATE IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-20,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,903 days,2,103 days,three to six months
2765,2833,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17773092,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2025-03-20,2025-03-20,04/03/2025,03/27/2025,,,04/08/2025,502.0,9681139.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE 1st ROOM FROM NORTH LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''829''",2025-03-21,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-07,Original,Open,N,2025,2025.0,2025-11-23,1426 days,1178 days,3,247 days,six months to a year
2766,2834,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17773094,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2025-03-20,2025-03-20,04/03/2025,03/27/2025,,,04/08/2025,501.0,9681139.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE CONNECTION AT LOWER LEFT BETWEEN STEAM PIPE AND RADIATOR AT WEST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''829''",2025-03-21,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-07,Original,Open,N,2025,2025.0,2025-11-23,1426 days,1178 days,3,247 days,six months to a year
2767,2835,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18078040,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2025-07-09,2025-07-09,07/29/2025,07/24/2025,,,07/10/2025,530.0,9903130.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH SET , 1st STORY, SECTION ''829''",2025-07-10,19.0,VIOLATION CLOSED,2025-08-06,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1289 days,3,27 days,one week to a month
2768,2836,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18037792,809352,389862.0,3,817,817,829,SCHENCK AVENUE,A,2025-06-18,2025-06-20,10/14/2025,09/30/2025,,,08/06/2025,501.0,9886491.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCK AT DOOR IN THE ENTRANCE LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-06-27,9.0,VIOLATION DISMISSED,2025-10-17,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1268 days,3,112 days,three to six months
2769,2837,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18037793,809352,389862.0,3,817,817,829,SCHENCK AVENUE,A,2025-06-18,2025-06-20,10/14/2025,09/30/2025,,,08/06/2025,508.0,9886491.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WEST WALL IN THE BATHROOM LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-06-27,9.0,VIOLATION DISMISSED,2025-10-17,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1268 days,3,112 days,three to six months
2770,2838,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15143632,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2022-05-09,2022-05-10,05/24/2022,05/17/2022,,,,583.0,7904338.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2022-05-11,19.0,VIOLATION CLOSED,2022-06-27,Original,Close,N,2022,2022.0,2025-11-23,1426 days,132 days,0,47 days,one to three months
2771,2839,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17773093,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2025-03-20,2025-03-20,04/03/2025,03/27/2025,,,04/08/2025,501.0,9681139.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE BROKEN LOWER WINDOW SASH INNER GLASS PANE 2ND WINDOW FROM SOUTH AT WEST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''829''",2025-03-21,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-07-07,Original,Open,N,2025,2025.0,2025-11-23,1426 days,1178 days,3,247 days,six months to a year
2772,2840,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15462195,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2022-11-02,2022-11-03,12/23/2022,12/09/2022,,,08/20/2024,501.0,8111621.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT NORTH WALL IN THE KITCHEN LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2022-11-04,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2022,2022.0,2025-11-23,1426 days,309 days,0,697 days,more than a year
2773,2841,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17008249,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2024-05-30,2024-05-31,07/04/2024,06/29/2024,,,,568.0,9186796.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-06-03,21.0,NOT COMPLIED WITH,2025-07-07,Original,Open,N,2024,2024.0,2025-11-23,1426 days,884 days,2,538 days,more than a year
2774,2842,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17008253,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-05-30,2024-05-31,07/22/2024,07/08/2024,,,08/27/2024,508.0,9186795.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE FOYER LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-06-03,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,884 days,2,120 days,three to six months
2775,2843,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15143640,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2022-05-09,2022-05-10,06/11/2022,06/06/2022,,,09/03/2022,568.0,7904339.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2022-05-11,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-18,Original,Open,N,2022,2022.0,2025-11-23,1426 days,132 days,0,1292 days,more than a year
2776,2844,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15361420,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2022-05-09,2022-09-08,10/27/2022,10/13/2022,,,,550.0,8030738.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 3 SQ FT AT CEILING IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15143636 ISSUED 09-MAY-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).",2022-09-08,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-18,Original,Open,N,2022,2022.0,2025-11-23,1426 days,132 days,0,1172 days,more than a year
2777,2845,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16564831,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2024-01-04,2024-01-08,02/27/2024,02/13/2024,,,08/27/2024,502.0,8883790.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES IN THE 1st ROOM FROM NORTH LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-01-09,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,737 days,2,266 days,six months to a year
2778,2846,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16564832,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2024-01-04,2024-01-08,02/09/2024,02/04/2024,,,02/02/2024,567.0,8883792.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF RODENTS , RATS EXCREMENT IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-01-09,9.0,VIOLATION DISMISSED,2024-04-15,Original,Close,Y,2024,2024.0,2025-11-23,1426 days,737 days,2,97 days,three to six months
2779,2847,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15462196,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2022-11-02,2022-11-03,12/23/2022,12/09/2022,,,08/20/2024,1503.0,8111621.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2022-11-04,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2022,2022.0,2025-11-23,1426 days,309 days,0,697 days,more than a year
2780,2848,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15462197,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2022-11-02,2022-11-03,12/23/2022,12/09/2022,,,08/20/2024,702.0,8111621.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2022-11-04,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2022,2022.0,2025-11-23,1426 days,309 days,0,697 days,more than a year
2781,2849,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15462199,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2022-11-02,2022-11-04,11/20/2022,11/13/2022,,,08/20/2024,526.0,8121597.0,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING SLIDE BOLT CAPABLE OF BEING PADLOCKED AT DOOR IN THE ENTRANCE LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2022-11-07,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,Y,2022,2022.0,2025-11-23,1426 days,309 days,0,694 days,more than a year
2782,2850,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17597619,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2024-12-30,2025-01-02,01/22/2025,01/17/2025,,,01/16/2025,530.0,9562553.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES IN THE ENTRANCE LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2025-01-03,19.0,VIOLATION CLOSED,2025-01-25,Original,Close,N,2024,2025.0,2025-11-23,1426 days,1098 days,3,22 days,one week to a month
2783,2851,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15143635,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2022-05-09,2022-05-10,06/29/2022,06/15/2022,,,03/06/2025,508.0,7904337.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL IN THE KITCHEN LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2022-05-11,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-18,Original,Open,N,2022,2022.0,2025-11-23,1426 days,132 days,0,1292 days,more than a year
2784,2852,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15143637,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2022-05-09,2022-05-10,06/29/2022,06/15/2022,,,03/06/2025,509.0,7904337.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE UPPER CABINET AT WEST WALL IN THE KITCHEN LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2022-05-11,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-18,Original,Open,N,2022,2022.0,2025-11-23,1426 days,132 days,0,1292 days,more than a year
2785,2853,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17773090,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2025-03-20,2025-03-20,05/09/2025,04/25/2025,,,04/10/2025,501.0,9681138.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE FIRE RATED DOOR IN THE ENTRANCE LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''829''",2025-03-21,9.0,VIOLATION DISMISSED,2025-06-27,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1178 days,3,98 days,three to six months
2786,2854,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17773091,809352,389862.0,3,817,817,829,SCHENCK AVENUE,B,2025-03-20,2025-03-20,05/09/2025,04/25/2025,,,04/10/2025,510.0,9681138.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF SLIDING BOLT WITH EYE CAPABLE OF RECEIVING A PAD LOCK INSTALLED AT INNER AND OUTER OF THE DOOR ( TOTAL 2 ) IN THE ENTRANCE LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''829''",2025-03-21,9.0,VIOLATION DISMISSED,2025-06-27,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1178 days,3,98 days,three to six months
2787,2855,276,3043550001,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17773089,809352,389862.0,3,817,817,829,SCHENCK AVENUE,C,2025-03-20,2025-03-20,04/09/2025,04/04/2025,,,04/08/2025,530.0,9681140.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT DOOR IN THE ENTRANCE LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''829''",2025-03-21,9.0,VIOLATION DISMISSED,2025-06-20,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1178 days,3,91 days,three to six months
2788,2856,278,3043550001,3,M,,2156,LINDEN,BOULEVARD,11207,2156 LINDEN BOULEVARD,260,BOULEVARD,2021-12-28,BROOKLYN,1441,both,15881691,808714,389863.0,3,2156,2156,2156,LINDEN BOULEVARD,A,2023-03-29,2023-03-29,07/16/2023,07/02/2023,,,,1507.0,8417091.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-29,9.0,VIOLATION DISMISSED,2023-12-04,Original,Close,N,2023,2023.0,2025-11-23,1426 days,456 days,1,250 days,six months to a year
